"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Wyposazenie","Material budynku","cena","urlo","miasto","Media","Zabezpieczenia","Informacje dodatkowe","Dostepne od"
"1:189","29,5 m²","pelna wlasnosc","1 ","do wykonczenia","2/4","balkon","110 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,"pustak","319 420 zl","https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-mozliwosc-podzialu-na-2-pok-ID4h1MW","katowice","telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","piwnica, pom. uzytkowe",NA
"1:190","36,93 m²","pelna wlasnosc","2 ","do wykonczenia","5/10","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,"pustak","347 138 zl","https://www.otodom.pl/pl/oferta/apartament-37m2-2-pokoje-biuro-sprzedazy-0-pcc-ID4h1MD","katowice","telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","piwnica, pom. uzytkowe",NA
"1:191","26 m²","spóldzielcze wlasnosciowe","1 ","do zamieszkania","1/4","zapytaj","380 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie","meble","wielka plyta","150 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-katowice-26-m2-kawalerka-ID4h0V4","katowice","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","piwnica, oddzielna kuchnia","2022-06-15"
"1:192","37,98 m²","spóldzielcze wl. z KW","2 ","do zamieszkania","1/3","balkon","430 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie","lodówka, meble, piekarnik, kuchenka, pralka",NA,"269 000 zl","https://www.otodom.pl/pl/oferta/swiezo-po-remoncie-2-niezalezne-pokoje-sloneczne-ID4dLEf","katowice",NA,"domofon / wideofon","piwnica",NA
"1:193","36 m²","zapytaj","2 ","do remontu","1/4","zapytaj","288 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","nie",NA,NA,"169 000 zl","https://www.otodom.pl/pl/oferta/katowice-mieszkanie-niska-cena-ID4h0xM","katowice",NA,NA,NA,"2022-06-01"
"1:194","33,5 m²","pelna wlasnosc","1 ","do wykonczenia","1/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"318 250 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-balkon-ID4fuFA","katowice",NA,NA,NA,NA
"1:195","32,67 m²","pelna wlasnosc","2 ","zapytaj","3/13","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec","plastikowe","tak",NA,"pustak","395 307 zl","https://www.otodom.pl/pl/oferta/prestizowe-osiedle-mieszkanie-2-pokoje-balkon-ID4h0dg","katowice","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","pom. uzytkowe",NA
"1:196","35 m²","pelna wlasnosc","2 ","do wykonczenia","2/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","tak",NA,"wielka plyta","239 999 zl","https://www.otodom.pl/pl/oferta/katowice-brynow-ul-gallusa-ID4gZY5","katowice","telewizja kablowa, internet","drzwi / okna antywlamaniowe, monitoring / ochrona","piwnica, oddzielna kuchnia",NA
"1:197","26,03 m²","pelna wlasnosc","1 ","do wykonczenia","2/7","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-bezposrednio-ID4fCdo","katowice",NA,NA,NA,NA
"1:198","34,38 m²","pelna wlasnosc","2 ","do remontu","1/3","zapytaj","400 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,"249 900 zl","https://www.otodom.pl/pl/oferta/2-pokoje-katowice-brynow-ID4gZu4","katowice","telewizja kablowa, internet, telefon",NA,"piwnica","2022-03-28"
"1:199","37,48 m²","pelna wlasnosc","2 ","do zamieszkania","2/3","balkon","450 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","nie",NA,NA,"249 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-katowice-os-odrodzenia-ID4gZtZ","katowice","telewizja kablowa, internet, telefon","domofon / wideofon","piwnica",NA
"1:200","35,35 m²","pelna wlasnosc","1 ","do zamieszkania","parter/4","zapytaj","280 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","nie",NA,"wielka plyta","247 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-ligota-zadole-ID4gZtX","katowice","telewizja kablowa, internet, telefon",NA,"oddzielna kuchnia",NA
"1:201","31,6 m²","pelna wlasnosc","2 ","do wykonczenia","> 10/13","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022",NA,NA,"nie",NA,NA,"376 040 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-blisko-centrum-katowic-ID4gYVy","katowice",NA,NA,NA,"2022-04-01"
"1:202","37,31 m²","pelna wlasnosc","1 ","zapytaj","parter/13","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022",NA,NA,"nie",NA,NA,"380 562 zl","https://www.otodom.pl/pl/oferta/mieszkania-katowice-nowe-osiedle-ID4gYVz","katowice",NA,NA,NA,"2022-04-01"
"1:203","32,7 m²","pelna wlasnosc","2 ","do wykonczenia","parter/3","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok",NA,"nie",NA,NA,"261 600 zl","https://www.otodom.pl/pl/oferta/kompaktowe-2-pok-brak-podatku-dla-singla-pary-ID4gYHz","katowice",NA,NA,NA,NA
"1:204","36,93 m²","pelna wlasnosc","2 ","do wykonczenia","5/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Film","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec",NA,"tak",NA,NA,"347 138 zl","https://www.otodom.pl/pl/oferta/kompaktowe-2-pokoje-klucze-w-lipcu-inwestycyjnie-ID4gYx3","katowice",NA,"monitoring / ochrona",NA,NA
"1:205","25,1 m²","pelna wlasnosc","1 ","do remontu","2/2","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","gazowe","pierwotny","deweloper","1930","kamienica","plastikowe","nie",NA,"cegla","199 900 zl","https://www.otodom.pl/pl/oferta/mieszkanie-25m2-doskonala-lokalizacja-ID4gYfw","katowice",NA,"teren zamkniety, domofon / wideofon",NA,NA
"1:206","36 m²","pelna wlasnosc","1 ","do zamieszkania","7/10","balkon","640 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","tak","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","cegla","319 000 zl","https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-w-katowicach-ID4gNgR","katowice","telewizja kablowa, internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","oddzielna kuchnia, pom. uzytkowe","2022-05-20"
"1:207","34,26 m²","pelna wlasnosc","2 ","do zamieszkania","7/17","balkon","400 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak",NA,NA,"393 990 zl","https://www.otodom.pl/pl/oferta/piekny-apartament-pod-klucz-komorka-parking-ID4gYcd","katowice","telewizja kablowa, internet, telefon","monitoring / ochrona","pom. uzytkowe",NA
"1:208","37 m²","pelna wlasnosc","2 ","do zamieszkania","4/6","balkon","200 zl","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","pustak","418 500 zl","https://www.otodom.pl/pl/oferta/komfortowa-miejscowa-dla-singla-pary-ID4gY1H","katowice","telewizja kablowa, internet, telefon","domofon / wideofon",NA,NA
"1:209","35,89 m²","pelna wlasnosc","2 ","do wykonczenia","4/10","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-ID4eKc2","katowice",NA,NA,NA,NA
"1:210","37 m²","pelna wlasnosc","1 ","do zamieszkania","parter/3","zapytaj","600 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie","meble","cegla","280 000 zl","https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-w-katowicach-ligota-ID4gXM6","katowice","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon","piwnica, oddzielna kuchnia",NA
"1:211","33,6 m²","zapytaj","2 ","do zamieszkania","parter/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1980","blok",NA,"nie",NA,NA,"269 900 zl","https://www.otodom.pl/pl/oferta/okazja-2pokoje-po-remoncie-bez-prowizji-ID4gOP8","katowice","telewizja kablowa, internet, telefon","domofon / wideofon","piwnica",NA
"1:212","37 m²","zapytaj","2 ","do zamieszkania","1/10","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","prywatny",NA,"blok","plastikowe","tak","zmywarka, lodówka, piekarnik, kuchenka, pralka",NA,"330 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-katowice-brynow-sprzedam-ID4gwqw","katowice",NA,"domofon / wideofon","piwnica, oddzielna kuchnia",NA
"1:213","30,4 m²","pelna wlasnosc","1 ","do zamieszkania","8/11","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1980","blok","plastikowe","tak",NA,"wielka plyta","275 000 zl","https://www.otodom.pl/pl/oferta/przytulna-kawalerka-dolina-trzech-stawow30-4m2-ID4gWLq","katowice",NA,"monitoring / ochrona","piwnica, oddzielna kuchnia",NA
"1:214","34,5 m²","pelna wlasnosc","1 ","do remontu","5/7","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1965","blok","aluminiowe","tak",NA,"wielka plyta","289 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-przy-placu-miarki-34m2-ID4gPm1","katowice",NA,NA,"oddzielna kuchnia",NA
"1:215","37,5 m²","pelna wlasnosc","2 ","do remontu","parter/4","zapytaj","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1970","blok","plastikowe","nie",NA,"cegla","199 000 zl","https://www.otodom.pl/pl/oferta/oferta-na-wylacznosc-kawalerka-obok-silesii-37-5m2-ID4gBSx","katowice",NA,NA,"piwnica, oddzielna kuchnia, pom. uzytkowe",NA
"1:216","37,3 m²","pelna wlasnosc","2 ","do wykonczenia","parter/9","ogródek, taras","180 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec",NA,"tak",NA,NA,"380 460 zl","https://www.otodom.pl/pl/oferta/nowe-2-pok-taras-gotowe-bezposrednio-ID4gXhy","katowice",NA,"system alarmowy, monitoring / ochrona",NA,NA
"1:217","28,87 m²","pelna wlasnosc","1 ","do wykonczenia","2/8","balkon","170 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec",NA,"tak",NA,NA,"346 440 zl","https://www.otodom.pl/pl/oferta/nowa-kawalerka-stopa-zwrotu-7-63-bezposrednio-ID4gXhr","katowice",NA,"system alarmowy, monitoring / ochrona",NA,NA
"1:218","30,87 m²","pelna wlasnosc","2 ","do wykonczenia","2/9","balkon","180 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec",NA,"tak",NA,NA,"370 440 zl","https://www.otodom.pl/pl/oferta/nowe-2-pok-miejsce-postojowe-gratis-bezposrednio-ID4gXhh","katowice",NA,"system alarmowy, monitoring / ochrona",NA,NA
"1:219","33,06 m²","pelna wlasnosc","2 ","do wykonczenia","> 10/13","balkon","185 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec",NA,"tak",NA,NA,"380 190 zl","https://www.otodom.pl/pl/oferta/nowe-2-pokoje-stopa-zwrotu-7-63-bezposrednio-ID4gXhb","katowice",NA,"system alarmowy, monitoring / ochrona",NA,NA
"1:220","37 m²","pelna wlasnosc","2 ","do zamieszkania","2","balkon","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1980","blok","plastikowe","tak",NA,"wielka plyta","320 000 zl","https://www.otodom.pl/pl/oferta/idealne-pod-inwestycje-2-pokoje-tysiaclecia-ID4gXh4","katowice","telewizja kablowa, internet, telefon",NA,"piwnica",NA
"1:221","33 m²","spóldzielcze wlasnosciowe","1 ","do remontu","parter/4","zapytaj","zapytaj","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","1970","blok","plastikowe","nie",NA,NA,"220 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-33-m-katowice-ID4gX8W","katowice",NA,NA,"piwnica",NA
"1:222","38 m²","pelna wlasnosc","1 ","do remontu","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie",NA,"wielka plyta","255 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-os-1000-rentownosc-6-7-ID4gyHY","katowice",NA,NA,NA,NA
"1:223","34,38 m²","pelna wlasnosc","2 ","do zamieszkania","1/4","zapytaj","420 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","prywatny","1965","blok","plastikowe","nie",NA,"cegla","249 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-ul-gallusa-w-katowice-zapraszam-ID4fUzX","katowice","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","piwnica",NA
"1:224","32 m²","zapytaj","1 ","zapytaj","3/3","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1970",NA,NA,"nie",NA,NA,"169 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-32m-katowice-ID4gV8T","katowice",NA,NA,NA,NA
"1:225","34 m²","pelna wlasnosc","2 ","do wykonczenia","3","balkon, taras","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec","plastikowe","tak",NA,"pustak","391 000 zl","https://www.otodom.pl/pl/oferta/katowice-balkon-taras-komorka-lokatorska-ID4gV7I","katowice","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA
"1:226","35,28 m²","pelna wlasnosc","2 ","do wykonczenia","10","taras","zapytaj","garaz/miejsce parkingowe","tak","miejskie","wtórny","biuro nieruchomosci ",NA,"apartamentowiec","plastikowe","tak",NA,"pustak","405 720 zl","https://www.otodom.pl/pl/oferta/2-pokoje-taras-widok-na-panorame-katowic-ID4gV6S","katowice","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA
"1:227","31,7 m²","pelna wlasnosc","2 ","do wykonczenia","parter/3","ogródek, taras","180 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec",NA,"tak",NA,NA,"305 000 zl","https://www.otodom.pl/pl/oferta/nowe-wygodne-2-pok-taras-ogrodek-bezposrednio-ID4gWEc","katowice",NA,"system alarmowy, monitoring / ochrona",NA,"2022-10-30"
"1:228","28,51 m²","pelna wlasnosc","2 ","do wykonczenia","2/7","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","apartamentowiec","plastikowe","tak",NA,"pustak","309 204 zl","https://www.otodom.pl/pl/oferta/mieszkanie-29m2-2-pokoje-bez-prowizji-0-pcc-ID4gWxn","katowice","telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","piwnica, pom. uzytkowe",NA
"1:229","26,47 m²","pelna wlasnosc","2 ","do zamieszkania","4/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1960","kamienica",NA,"nie",NA,"cegla","237 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-o-wysokim-standardzie-w-kamienicy-ID4gWrV","katowice",NA,NA,"oddzielna kuchnia",NA
"1:230","28,87 m²","pelna wlasnosc","1 ","zapytaj","3/13","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec","plastikowe","tak",NA,"pustak","349 327 zl","https://www.otodom.pl/pl/oferta/kup-i-zamieszkaj-w-prestizowej-lokalizacji-0-pcc-ID4gWqp","katowice","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","pom. uzytkowe",NA
"1:231","25,71 m²","pelna wlasnosc","1 ","zapytaj","2/6","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec","plastikowe","tak",NA,"pustak","267 384 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-doskonalej-lokalizacji-bez-prowizji-ID4gWqb","katowice","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona","pom. uzytkowe",NA
"1:232","32,6 m²","pelna wlasnosc","2 ","zapytaj","3/13","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec","plastikowe","tak",NA,"pustak","391 200 zl","https://www.otodom.pl/pl/oferta/prestizowe-osiedle-idealne-mieszkanie-rabaty-ID4gW2k","katowice","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","pom. uzytkowe",NA
"1:233","32,36 m²","pelna wlasnosc","1 ","do wykonczenia","4/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-bezposrednio-ID4eGnC","katowice",NA,NA,NA,NA
"1:234","36,81 m²","zapytaj","1 ","do wykonczenia","2/3","balkon","zapytaj","zapytaj","Film","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak",NA,NA,"290 149 zl","https://www.otodom.pl/pl/oferta/moderna-5-komfortowe-mieszkanie-e2-20b-ID4elvO","katowice",NA,"drzwi / okna antywlamaniowe, teren zamkniety, monitoring / ochrona",NA,NA
"1:235","35,89 m²","pelna wlasnosc","2 ","do wykonczenia","2/10","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,"pustak","333 231 zl","https://www.otodom.pl/pl/oferta/apartament-36m2-2-pokoje-bez-prowizji-0-pcc-ID4gUHO","katowice","telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","piwnica, pom. uzytkowe",NA
"1:236","30 m²","pelna wlasnosc","1 ","zapytaj","8/11","balkon","310 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie",NA,NA,"270 000 zl","https://www.otodom.pl/pl/oferta/katowice-paderewskiego-graniczna-30-m2-balkon-ID4gQPU","katowice",NA,NA,NA,NA
"1:237","32,5 m²","pelna wlasnosc","1 ","do zamieszkania","2/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"apartamentowiec","plastikowe","nie","meble, kuchenka, telewizor",NA,"370 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-osiedle-zamkniete-katowice-welnowiec-ID4gQ84","katowice","telewizja kablowa, internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon",NA,NA
"1:238","26,05 m²","zapytaj","1 ","do wykonczenia","parter","ogródek, taras","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak",NA,NA,"240 050,75 zl","https://www.otodom.pl/pl/oferta/mieszkanie-w-inwestycji-daszynskiego-park-a3-ID4eNLk","katowice","telewizja kablowa, internet",NA,NA,NA
"1:239","37,14 m²","pelna wlasnosc","2 ","do wykonczenia","parter/2","balkon","150 zl","garaz/miejsce parkingowe","tak","miejskie","pierwotny","deweloper","2024","blok","plastikowe","tak",NA,"pustak","382 531,60 zl","https://www.otodom.pl/pl/oferta/ceglana-park-2-pokojowe-mieszkanie-z-ogrodkiem-ID4glud","katowice","telewizja kablowa, internet, telefon","domofon / wideofon, rolety antywlamaniowe","piwnica",NA
"1:240","37 m²","pelna wlasnosc","1 ","do zamieszkania","4/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1950","blok","plastikowe","nie","kuchenka","cegla","270 000 zl","https://www.otodom.pl/pl/oferta/koszutka-dunikowskiego-37m-duza-kawalerka-ID4gU8m","katowice",NA,"domofon / wideofon","oddzielna kuchnia",NA
"1:241","35,89 m²","pelna wlasnosc","2 ","do wykonczenia","2/10","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-bez-prowizji-ID4eKaL","katowice",NA,NA,NA,NA
"1:242","27,27 m²","pelna wlasnosc","1 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"275 427 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-balkon-bezposrednio-ID4c5Ix","katowice",NA,NA,NA,NA
"1:243","27,27 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,"289 062 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-balkon-bezposrednio-ID4c5IA","katowice",NA,NA,NA,NA
