"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Winda","Media","Zabezpieczenia","Wyposazenie","Material budynku","cena","urlo","miasto","Informacje dodatkowe","Okna","Dostepne od"
"1:350","15,04 m²","zapytaj","1 ","do wykonczenia","2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/kompaktowy-apartament-silver-forest-2-25-ID4eFtm","szczecin",NA,NA,NA
"1:351","15,04 m²","zapytaj","1 ","do wykonczenia","2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/komfortowy-apartament-silver-forest-2-26-ID4eFti","szczecin",NA,NA,NA
"1:352","15,04 m²","zapytaj","1 ","do wykonczenia","2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/atrakcyjny-apartament-silver-forest-2-27-ID4eFsY","szczecin",NA,NA,NA
"1:353","17,77 m²","zapytaj","1 ","do wykonczenia","2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/ustawny-apartament-silver-forest-2-28-ID4eFsL","szczecin",NA,NA,NA
"1:354","17,95 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/wygodny-apartament-silver-forest-2-29-ID4eFsE","szczecin",NA,NA,NA
"1:355","23,87 m²","zapytaj","1 ","do wykonczenia","2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/przytulny-apartament-silver-forest-2-30-ID4eFss","szczecin",NA,NA,NA
"1:356","17,36 m²","zapytaj","1 ","do wykonczenia","2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowoczesny-apartament-silver-forest-2-31-ID4eFsf","szczecin",NA,NA,NA
"1:357","17,36 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowy-apartament-silver-forest-3-1-ID4eFoz","szczecin",NA,NA,NA
"1:358","17,36 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/kompaktowy-apartament-silver-forest-3-2-ID4eFow","szczecin",NA,NA,NA
"1:359","24,95 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/komfortowy-apartament-silver-forest-3-3-ID4eFon","szczecin",NA,NA,NA
"1:360","21,26 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/atrakcyjny-apartament-silver-forest-3-4-ID4eFo1","szczecin",NA,NA,NA
"1:361","17,83 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/ustawny-apartament-silver-forest-3-5-ID4eFnV","szczecin",NA,NA,NA
"1:362","17,36 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/wygodny-apartament-silver-forest-3-7-ID4eFnO","szczecin",NA,NA,NA
"1:363","17,36 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/przytulny-apartament-silver-forest-3-8-ID4eFnL","szczecin",NA,NA,NA
"1:364","17,36 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowoczesny-apartament-silver-forest-3-9-ID4eFnu","szczecin",NA,NA,NA
"1:365","19,61 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowy-apartament-silver-forest-3-11-ID4eFnj","szczecin",NA,NA,NA
"1:366","19,61 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/kompaktowy-apartament-silver-forest-3-12-ID4eFnd","szczecin",NA,NA,NA
"1:367","17,36 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/komfortowy-apartament-silver-forest-3-14-ID4eFn2","szczecin",NA,NA,NA
"1:368","20,68 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/atrakcyjny-apartament-silver-forest-3-15-ID4eFmX","szczecin",NA,NA,NA
"1:369","17,36 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/wygodny-apartament-silver-forest-3-17-ID4eFmv","szczecin",NA,NA,NA
"1:370","17,83 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/przytulny-apartament-silver-forest-3-18-ID4eFmt","szczecin",NA,NA,NA
"1:371","32,82 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowoczesny-apartament-silver-forest-3-19-ID4eFmc","szczecin",NA,NA,NA
"1:372","19,62 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowy-apartament-silver-forest-3-20-ID4eFm5","szczecin",NA,NA,NA
"1:373","15,04 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/kompaktowy-apartament-silver-forest-3-21-ID4eFlU","szczecin",NA,NA,NA
"1:374","15,04 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/komfortowy-apartament-silver-forest-3-22-ID4eFkZ","szczecin",NA,NA,NA
"1:375","16,48 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/atrakcyjny-apartament-silver-forest-3-23-ID4eFkw","szczecin",NA,NA,NA
"1:376","16,48 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/ustawny-apartament-silver-forest-3-24-ID4eFkt","szczecin",NA,NA,NA
"1:377","15,04 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/wygodny-apartament-silver-forest-3-25-ID4eFkq","szczecin",NA,NA,NA
"1:378","15,04 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowoczesny-apartament-silver-forest-3-27-ID4eFkd","szczecin",NA,NA,NA
"1:379","17,77 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowy-apartament-silver-forest-3-28-ID4eFk7","szczecin",NA,NA,NA
"1:380","17,95 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/kompaktowy-apartament-silver-forest-3-29-ID4eFjR","szczecin",NA,NA,NA
"1:381","23,87 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/komfortowy-apartament-silver-forest-3-30-ID4eFjz","szczecin",NA,NA,NA
"1:382","17,36 m²","zapytaj","1 ","do wykonczenia","3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/atrakcyjny-apartament-silver-forest-3-31-ID4eFjj","szczecin",NA,NA,NA
"1:383","33,02 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/ustawny-apartament-silver-forest-4-1-ID4eFfi","szczecin",NA,NA,NA
"1:384","32,7 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/wygodny-apartament-silver-forest-4-2-ID4eFfe","szczecin",NA,NA,NA
"1:385","34,32 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowy-apartament-silver-forest-4-5-ID4eFf4","szczecin",NA,NA,NA
"1:386","33,02 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/kompaktowy-apartament-silver-forest-4-6-ID4eFf1","szczecin",NA,NA,NA
"1:387","33,43 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/komfortowy-apartament-silver-forest-4-8-ID4eFeZ","szczecin",NA,NA,NA
"1:388","33,02 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/atrakcyjny-apartament-silver-forest-4-9-ID4eFey","szczecin",NA,NA,NA
"1:389","37,98 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/ustawny-apartament-silver-forest-4-11-ID4eFbi","szczecin",NA,NA,NA
"1:390","37,98 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/wygodny-apartament-silver-forest-4-12-ID4eFaW","szczecin",NA,NA,NA
"1:391","33,02 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/przytulny-apartament-silver-forest-4-13-ID4eFaP","szczecin",NA,NA,NA
"1:392","35,44 m²","pelna wlasnosc","2 ","do zamieszkania","3/5","zapytaj","250 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2011","plomba","nie",NA,NA,NA,"cegla","415 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-budynek-z-2011-r-z-winda-ID4ev1h","szczecin",NA,NA,NA
"1:393","33,39 m²","pelna wlasnosc","1 ","zapytaj","4/7","balkon","120 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2020","apartamentowiec","tak","internet",NA,NA,NA,"355 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-reda-city-winda-balkon-basen-ID4dJMB","szczecin","oddzielna kuchnia","plastikowe",NA
"1:394","37,37 m²","pelna wlasnosc","2 ","zapytaj","4/7","balkon","130 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2020","apartamentowiec","tak","telewizja kablowa, internet",NA,NA,NA,"399 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-reda-city-iv-pietro-basen-winda-ID4dJMF","szczecin","oddzielna kuchnia","plastikowe",NA
"1:395","15,04 m²","pelna wlasnosc","1 ","do wykonczenia","parter/4","balkon, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","tak","telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"silikat","195 520 zl","https://www.otodom.pl/pl/oferta/silver-forest-miejsce-na-twoja-inwestycje-ID4erhW","szczecin",NA,"plastikowe",NA
"1:396","37 m²","spóldzielcze wlasnosciowe","2 ","do zamieszkania","3/10","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1979","blok","tak",NA,NA,NA,"wielka plyta","360 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-37-m-szczecin-ID4eoDt","szczecin","piwnica",NA,NA
"1:397","26 m²","zapytaj","1 ","zapytaj","parter/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1973",NA,"nie",NA,NA,NA,NA,"290 000 zl","https://www.otodom.pl/pl/oferta/ladna-kawalerka-na-niebuszewie-ID4cHx3","szczecin",NA,NA,NA
"1:398","33 m²","pelna wlasnosc","2 ","zapytaj","5/5","zapytaj","zapytaj","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ",NA,"kamienica","nie",NA,"domofon / wideofon",NA,"cegla","279 000 zl","https://www.otodom.pl/pl/oferta/2-pok-33-m2-nowa-adaptacja-poddasza-centrum-ID4ecal","szczecin",NA,"plastikowe",NA
"1:399","31 m²","spóldzielcze wlasnosciowe","2 ","do remontu","2/4","balkon","300 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2005","blok","nie",NA,NA,"meble","cegla","299 000 zl","https://www.otodom.pl/pl/oferta/bukowekawalerka-31m22pbalkondo-remontu-ID4e46Y","szczecin",NA,NA,NA
"1:400","37 m²","spóldzielcze wlasnosciowe","2 ","do zamieszkania","10/10","zapytaj","400 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","1970","blok","tak",NA,"domofon / wideofon",NA,"beton komórkowy","379 999 zl","https://www.otodom.pl/pl/oferta/niebuszewo-drzetowo-2-pokoje-ID4dTOa","szczecin","piwnica, oddzielna kuchnia","plastikowe",NA
"1:401","35 m²","zapytaj","2 ","zapytaj","2/3","balkon","120 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2018",NA,"nie",NA,NA,NA,NA,"499 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-balkon-nowa-cukrownia-ID42sFh","szczecin","oddzielna kuchnia","plastikowe",NA
"1:402","34,12 m²","pelna wlasnosc","2 ","do zamieszkania","1/4","zapytaj","170 zl","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","2008","apartamentowiec","tak","internet",NA,NA,"inne","449 000 zl","https://www.otodom.pl/pl/oferta/centrum-apartament-kompaktowy-449-tys-zl-ID4d5Ew","szczecin",NA,NA,NA
"1:403","36 m²","pelna wlasnosc","2 ","do zamieszkania","4/4","zapytaj","150 zl","zapytaj","zapytaj","gazowe","pierwotny","biuro nieruchomosci ",NA,"kamienica","nie",NA,"domofon / wideofon",NA,"cegla","339 000 zl","https://www.otodom.pl/pl/oferta/nowe-2-pokoje-wysoki-standard-centrum-ID4dFXS","szczecin",NA,NA,NA
"1:404","36 m²","pelna wlasnosc","2 ","do zamieszkania","4/4","zapytaj","160 zl","zapytaj","zapytaj","gazowe","pierwotny","biuro nieruchomosci ","2021","kamienica","nie",NA,NA,NA,"cegla","339 336 zl","https://www.otodom.pl/pl/oferta/mieszkanie-36-m-szczecin-ID4dEyk","szczecin",NA,NA,NA
"1:405","34 m²","spóldzielcze wl. z KW","2 ","do zamieszkania","4/4","zapytaj","350 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","nie","internet","domofon / wideofon","meble, pralka",NA,"295 000 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-ul-reduty-ordona-ID4dzaM","szczecin","piwnica, oddzielna kuchnia",NA,NA
"1:406","36,43 m²","zapytaj","1 ","zapytaj","1/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"nie",NA,NA,NA,NA,"345 000 zl","https://www.otodom.pl/pl/oferta/sloneczna-kawalerka-ul-robotnicza-ID4dvtp","szczecin",NA,NA,NA
"1:407","33 m²","spóldzielcze wlasnosciowe","1 ","do wykonczenia","3/4","zapytaj","300 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","1970","blok","nie",NA,NA,"kuchenka, pralka","wielka plyta","269 999 zl","https://www.otodom.pl/pl/oferta/kawalerka-prawobrzeze-ID4du3m","szczecin","piwnica, oddzielna kuchnia","plastikowe",NA
"1:408","36 m²","spóldzielcze wl. z KW","2 ","do wykonczenia","4/5","zapytaj","300 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","1970","blok","tak",NA,NA,NA,"wielka plyta","299 999 zl","https://www.otodom.pl/pl/oferta/2-pokoje-centrum-szczecina-przy-galaxy-ID4du3j","szczecin","piwnica, oddzielna kuchnia","plastikowe",NA
"1:409","33,8 m²","pelna wlasnosc","1 ","do zamieszkania","1/4","zapytaj","255 zl","zapytaj","Film","gazowe","wtórny","biuro nieruchomosci ","1902","kamienica","nie",NA,NA,NA,"cegla","280 000 zl","https://www.otodom.pl/pl/oferta/okazja-kawalerka-w-swietnej-lokalizacji-ID4cYSs","szczecin",NA,NA,NA
"1:410","37,4 m²","zapytaj","2 ","zapytaj","2/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1980",NA,"nie",NA,NA,NA,NA,"355 000 zl","https://www.otodom.pl/pl/oferta/2-pok-pogodno-ID4cC7B","szczecin",NA,NA,NA
"1:411","30,42 m²","pelna wlasnosc","1 ","do wykonczenia","1/7","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","tak",NA,"teren zamkniety, domofon / wideofon",NA,"silikat","270 738 zl","https://www.otodom.pl/pl/oferta/apartament-30-m-szczecin-zachod-ID4cspr","szczecin",NA,"plastikowe","2023-12-31"
"1:412","30,21 m²","pelna wlasnosc","1 ","zapytaj","2/7","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022",NA,"tak",NA,"teren zamkniety, domofon / wideofon",NA,NA,"268 869 zl","https://www.otodom.pl/pl/oferta/apartament-30-m-zachod-ID4csoI","szczecin",NA,NA,"2023-12-31"
"1:413","36,26 m²","pelna wlasnosc","1 ","do wykonczenia","2/7","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","tak",NA,"teren zamkniety, domofon / wideofon",NA,"silikat","322 714 zl","https://www.otodom.pl/pl/oferta/apartament-36-m-szczecin-zachod-ID4csod","szczecin",NA,"plastikowe",NA
"1:414","25,56 m²","pelna wlasnosc","1 ","do wykonczenia","2/7","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","tak",NA,"teren zamkniety, domofon / wideofon",NA,"silikat","227 484 zl","https://www.otodom.pl/pl/oferta/apartament-25-m-szczecin-zachod-ID4csob","szczecin",NA,"plastikowe",NA
"1:415","30,74 m²","pelna wlasnosc","1 ","do wykonczenia","3/7","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2022",NA,"tak",NA,"teren zamkniety, domofon / wideofon",NA,"silikat","273 586 zl","https://www.otodom.pl/pl/oferta/apartament-30-m-szczecin-zachod-ID4cso2","szczecin",NA,"plastikowe",NA
"1:416","32,63 m²","pelna wlasnosc","1 ","do wykonczenia","3/7","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2022",NA,"tak",NA,"teren zamkniety, domofon / wideofon",NA,"silikat","290 407 zl","https://www.otodom.pl/pl/oferta/apartament-32-m-szczecin-zachod-ID4csnL","szczecin",NA,"plastikowe",NA
"1:417","36 m²","pelna wlasnosc","1 ","do zamieszkania","2/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","gazowe","wtórny","biuro nieruchomosci ",NA,"kamienica","nie","telewizja kablowa, internet",NA,"meble",NA,"290 000 zl","https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-na-bukowym-ID4bYRM","szczecin","piwnica","plastikowe",NA
"1:418","34,68 m²","pelna wlasnosc","2 ","do zamieszkania","3/3","balkon","280 zl","garaz/miejsce parkingowe","zapytaj","gazowe","wtórny","biuro nieruchomosci ","2003","blok","nie","telewizja kablowa, internet",NA,"meble","silikat","360 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-z-miejscem-garazowym-ID4bMT3","szczecin","piwnica",NA,NA
"1:419","32 m²","pelna wlasnosc","1 ","do zamieszkania","parter/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2006","blok","nie",NA,"domofon / wideofon",NA,"inne","310 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-jedno-pokojowe-wyposazone-ID4aNNm","szczecin","piwnica, oddzielna kuchnia","plastikowe","2021-03-20"
"1:420","15,7 m²","pelna wlasnosc","1 ","zapytaj","1/4","zapytaj","50 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1930","kamienica","nie",NA,NA,NA,NA,"299 000 zl","https://www.otodom.pl/pl/oferta/luksusowa-kawalerka-wyposazenie-w-cenie-ID4b3YD","szczecin","oddzielna kuchnia","plastikowe",NA
"1:421","37,86 m²","zapytaj","1 ","zapytaj","parter","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ",NA,NA,"tak",NA,NA,NA,NA,"328 800 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkania-w-centrum-szczecina-ID4awLp","szczecin","oddzielna kuchnia","plastikowe",NA
"1:422","35 m²","pelna wlasnosc","2 ","do zamieszkania","2/4","balkon","120 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2018","blok","nie","telewizja kablowa, internet",NA,"meble","cegla","499 000 zl","https://www.otodom.pl/pl/oferta/do-sprzedazy-2-pok-konfortowe-balkon-cukrownia-ID42sDr","szczecin",NA,"plastikowe",NA
"2","36 m²","pelna wlasnosc","1 ","do zamieszkania","2/3","balkon","250 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2019","apartamentowiec","nie",NA,NA,"meble","cegla","490 000 zl","https://www.otodom.pl/pl/oferta/gumience-2-pok-2019-r-tylko-420-tys-ID47wjR","szczecin",NA,"plastikowe",NA
