"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Informacje dodatkowe","Material budynku","cena","urlo","miasto","Dostepne od"
"1:204","34 m²","zapytaj","1 ","zapytaj","1/3","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1999","blok",NA,"nie",NA,NA,NA,"piwnica",NA,"260 000 zl","https://www.otodom.pl/pl/oferta/urokliwa-kawalerka-w-fordonie-34-m2-ID4hcF1","bydgoszcz",NA
"1:205","35 m²","zapytaj","2 ","zapytaj","9/11","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,NA,"299 000 zl","https://www.otodom.pl/pl/oferta/m3-jak-nowe-na-osiedlu-szwederowo-ID4hcCJ","bydgoszcz",NA
"1:206","33,22 m²","pelna wlasnosc","2 ","do zamieszkania","parter/4","zapytaj","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1900","kamienica","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",NA,"cegla","279 999 zl","https://www.otodom.pl/pl/oferta/2-pokoje-odrestaurowana-kamienica-chodkiewicza-ID4fOhS","bydgoszcz",NA
"1:207","36 m²","pelna wlasnosc","2 ","do zamieszkania","2/5","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","blok","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon",NA,NA,NA,"349 000 zl","https://www.otodom.pl/pl/oferta/centrum-2-pokoje-balkon-winda-2021-ID4fZsu","bydgoszcz","2022-03-25"
"1:208","31,35 m²","zapytaj","2 ","do wykonczenia","1/7","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022",NA,NA,"nie",NA,NA,NA,NA,NA,"260 205 zl","https://www.otodom.pl/pl/oferta/mieszkanie-bydgoszcz-bartodzieje-male-ID4h6Me","bydgoszcz","2022-07-01"
"1:209","20,88 m²","pelna wlasnosc","1 ","zapytaj","2/3","zapytaj","475 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie","telewizja kablowa",NA,"pralka","oddzielna kuchnia",NA,"200 000 zl","https://www.otodom.pl/pl/oferta/nowoczesna-kawalerka-z-calym-wyposazeniem-ID4hcuw","bydgoszcz",NA
"1:210","32,21 m²","pelna wlasnosc","2 ","do wykonczenia","4/16","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","prywatny","2022","apartamentowiec","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"zelbet","290 000 zl","https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-32-21-m-aura-towers-bydgoszcz-ID4gZjA","bydgoszcz",NA
"1:211","14,46 m²","zapytaj","1 ","do remontu","1/2","zapytaj","180 zl","zapytaj","tak","zapytaj","wtórny","biuro nieruchomosci ",NA,"kamienica",NA,"nie",NA,NA,NA,"pom. uzytkowe","cegla","120 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-nad-brda-super-lokalizacja-ID4gLZA","bydgoszcz",NA
"1:212","36 m²","pelna wlasnosc","2 ","zapytaj","parter/3","balkon","340 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie",NA,NA,NA,"piwnica",NA,"280 000 zl","https://www.otodom.pl/pl/oferta/wyjatkowe-2-pokojowe-balkon-osowa-gora-ID4hcu5","bydgoszcz",NA
"1:213","38 m²","pelna wlasnosc","2 ","zapytaj","3/10","zapytaj","370 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","tak",NA,NA,NA,NA,NA,"268 000 zl","https://www.otodom.pl/pl/oferta/okazja-2-pokojowe-skrzetusko-jurasz-ID4hcu1","bydgoszcz",NA
"1:214","25,37 m²","pelna wlasnosc","1 ","do wykonczenia","2/3","zapytaj","308 zl","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ","1936","blok","plastikowe","nie",NA,NA,NA,NA,"cegla","149 000 zl","https://www.otodom.pl/pl/oferta/inwestycja-kawalerka-blisko-centrum-po-remoncie-ID4hcqt","bydgoszcz","2022-03-01"
"1:215","28,86 m²","zapytaj","1 ","do wykonczenia","2/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,NA,"279 268 zl","https://www.otodom.pl/pl/oferta/kawalerka-przy-uniwersytecie-hala-garazowa-gratis-ID4hca7","bydgoszcz",NA
"1:216","37 m²","pelna wlasnosc","2 ","zapytaj","1/2","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"kamienica",NA,"nie",NA,NA,NA,NA,"cegla","325 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-centrum-ID4hc1O","bydgoszcz",NA
"1:217","37 m²","pelna wlasnosc","2 ","do remontu","9/10","balkon","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1975","blok","plastikowe","tak",NA,NA,NA,"piwnica",NA,"199 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-z-lokatorem-zapytal-o-szczegoly-ID4hc0u","bydgoszcz",NA
"1:218","20,88 m²","pelna wlasnosc","1 ","zapytaj","2/3","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1895","kamienica",NA,"nie",NA,NA,NA,NA,"cegla","200 000 zl","https://www.otodom.pl/pl/oferta/wyremontowana-kawalerka-z-antresola-k-dworca-pkp-ID4hbWB","bydgoszcz",NA
"1:219","34,5 m²","pelna wlasnosc","2 ","zapytaj","3/10","balkon","zapytaj","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","1968","blok","plastikowe","tak",NA,NA,NA,"piwnica, oddzielna kuchnia",NA,"256 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-bydgoszcz-blonie-ID4hbR6","bydgoszcz",NA
"1:220","30,01 m²","pelna wlasnosc","2 ","do zamieszkania","8/10","balkon","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1979","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","cegla","244 000 zl","https://www.otodom.pl/pl/oferta/m-3-lesne-od-zawar-blisko-ukw-ID4h6BR","bydgoszcz","2022-06-09"
"1:221","35,43 m²","pelna wlasnosc","2 ","do zamieszkania","1","zapytaj","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ",NA,"plomba","plastikowe","nie","internet","drzwi / okna antywlamaniowe, monitoring / ochrona","lodówka, meble, piekarnik, kuchenka, pralka","oddzielna kuchnia","cegla","239 000 zl","https://www.otodom.pl/pl/oferta/m3-dzielnica-muzyczna-centrum-ID4assv","bydgoszcz",NA
"1:222","31 m²","zapytaj","1 ","do remontu","9/10","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","tak",NA,"domofon / wideofon",NA,"piwnica, oddzielna kuchnia",NA,"214 900 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-loggia-szwederowo-ID4hbMI","bydgoszcz",NA
"1:223","31 m²","pelna wlasnosc","1 ","do zamieszkania","8/11","zapytaj","350 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","tak","telewizja kablowa, internet, telefon","teren zamkniety, domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia","wielka plyta","249 000 zl","https://www.otodom.pl/pl/oferta/zadbana-kawalerka-31m2-szwederowo-dogodna-okolica-ID4hbKh","bydgoszcz",NA
"1:224","36,39 m²","zapytaj","2 ","do wykonczenia","parter/5","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak","internet",NA,NA,"oddzielna kuchnia, pom. uzytkowe",NA,"276 654 zl","https://www.otodom.pl/pl/oferta/2-pok-mieszkanie-z-ogrodkiem-os-panorama-wislana-ID4gBI3","bydgoszcz",NA
"1:225","27,11 m²","zapytaj","1 ","zapytaj","3/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak",NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-osiedle-symfonia-a92-ID4gU9G","bydgoszcz",NA
"1:226","31,67 m²","pelna wlasnosc","1 ","do wykonczenia","4/11","taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/urzecze-eleganckie-mieszkanie-4-55-ID4fRl9","bydgoszcz",NA
"1:227","36,05 m²","zapytaj","2 ","do wykonczenia","parter/5","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak","internet",NA,NA,"pom. uzytkowe",NA,"273 980 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-parterze-os-panorama-ID4gBHP","bydgoszcz",NA
"1:228","36,5 m²","zapytaj","2 ","zapytaj","2/2","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1900","kamienica",NA,"nie",NA,NA,NA,NA,"cegla","329 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-36-50-m-bydgoszcz-ID4gK2J","bydgoszcz",NA
"1:229","34,76 m²","pelna wlasnosc","1 ","do zamieszkania","parter","zapytaj","263 zl","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ",NA,"kamienica",NA,"nie",NA,NA,NA,"piwnica, oddzielna kuchnia, pom. uzytkowe","cegla","229 999 zl","https://www.otodom.pl/pl/oferta/centrum-kawalerka-z-potencjalem-ID4hbcc","bydgoszcz",NA
"1:230","27,83 m²","pelna wlasnosc","1 ","do wykonczenia","1/5","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak",NA,NA,NA,"pom. uzytkowe",NA,"250 191,70 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-loggia-nowe-budownictwo-ID4gsaA","bydgoszcz","2023-01-01"
"1:231","36,46 m²","pelna wlasnosc","1 ","do zamieszkania","3/5","balkon","390 zl","garaz/miejsce parkingowe","zapytaj","gazowe","wtórny","biuro nieruchomosci ","2004","blok","plastikowe","tak",NA,NA,"lodówka, meble, kuchenka","piwnica","cegla","289 000 zl","https://www.otodom.pl/pl/oferta/wyzyny-blok-cegla-ul-ogrody-ID4gJEC","bydgoszcz",NA
"1:232","35,03 m²","pelna wlasnosc","2 ","do zamieszkania","parter/2","zapytaj","320 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1906",NA,"plastikowe","nie",NA,NA,"meble","piwnica",NA,"270 000 zl","https://www.otodom.pl/pl/oferta/funkcjonalne-mieszkanie-z-piwnica-ID4gyaA","bydgoszcz","2022-11-01"
"1:233","21,82 m²","spóldzielcze wl. z KW","1 ","zapytaj","parter/2","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,"piwnica",NA,"186 700 zl","https://www.otodom.pl/pl/oferta/kawalerka-idealna-pod-inwestycje-blisko-wsg-ID4gFhz","bydgoszcz","2022-05-13"
"1:234","25,42 m²","spóldzielcze wl. z KW","1 ","zapytaj","parter/2","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,"piwnica",NA,"205 200 zl","https://www.otodom.pl/pl/oferta/kawalerka-idealna-pod-inwestycje-blisko-wsg-ID4gFhB","bydgoszcz","2022-05-13"
"1:235","30,38 m²","spóldzielcze wl. z KW","1 ","zapytaj","parter/2","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,"piwnica",NA,"224 300 zl","https://www.otodom.pl/pl/oferta/kawalerka-idealna-pod-inwestycje-blisko-wsg-ID4gFhC","bydgoszcz","2022-05-13"
"1:236","30,31 m²","pelna wlasnosc","2 ","zapytaj","3/3","balkon, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,"monitoring / ochrona",NA,NA,NA,"269 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-w-stanie-deweloperskim-z-tarasem-ID4gJSY","bydgoszcz",NA
"1:237","35,12 m²","pelna wlasnosc","2 ","zapytaj","1/1","zapytaj","450 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1920","kamienica","plastikowe","nie","telefon",NA,NA,"piwnica",NA,"199 999 zl","https://www.otodom.pl/pl/oferta/inwestycyjne-lub-na-start-dwa-pokoje-srodmiescie-ID4fKij","bydgoszcz",NA
"1:238","26,3 m²","pelna wlasnosc","1 ","do zamieszkania","3/6","taras","zapytaj","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka",NA,"silikat","365 000 zl","https://www.otodom.pl/pl/oferta/perlowa-dolina-kawalerka-do-zamieszkania-ID4haKd","bydgoszcz",NA
"1:239","37,39 m²","pelna wlasnosc","2 ","do zamieszkania","4/5","balkon","470 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","2017","apartamentowiec","plastikowe","tak","internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",NA,"cegla","480 000 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-atrium-park-bartodzieje-ID4gVo6","bydgoszcz",NA
"1:240","26,3 m²","pelna wlasnosc","1 ","do zamieszkania","2/6","taras","zapytaj","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka",NA,"silikat","365 000 zl","https://www.otodom.pl/pl/oferta/przytulna-kawalerka-gotowa-do-zamieszkania-ID4haJo","bydgoszcz",NA
"1:241","37,64 m²","zapytaj","2 ","zapytaj","4/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak",NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-osiedle-symfonia-a47-ID4gU9N","bydgoszcz",NA
"1:242","35,1 m²","zapytaj","2 ","do zamieszkania","parter/4","zapytaj","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok",NA,"nie",NA,NA,NA,NA,"wielka plyta","280 000 zl","https://www.otodom.pl/pl/oferta/okazja-2-pokoje-35m-parter-ID4h4oX","bydgoszcz",NA
"1:243","25,17 m²","pelna wlasnosc","1 ","do wykonczenia","3/3","zapytaj","308 zl","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ","1936","blok","plastikowe","nie",NA,"drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,"cegla","149 000 zl","https://www.otodom.pl/pl/oferta/nowe-gladzie-i-instalacje-5-min-pieszo-od-centrum-ID4hawM","bydgoszcz","2022-03-01"
"1:244","37,9 m²","zapytaj","2 ","zapytaj","parter/11","zapytaj","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1976",NA,"plastikowe","tak","telewizja kablowa, internet","monitoring / ochrona","lodówka","piwnica, oddzielna kuchnia",NA,"259 000 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-przy-balatonie-bartodzieje-ID4fEIq","bydgoszcz",NA
"1:245","37,94 m²","pelna wlasnosc","2 ","do remontu","parter/4","zapytaj","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1979","blok","plastikowe","nie","telewizja kablowa","monitoring / ochrona",NA,"piwnica, oddzielna kuchnia",NA,"249 000 zl","https://www.otodom.pl/pl/oferta/ustawne-m3-i-widokiem-na-park-i-tereny-rekreacyjne-ID4ffK4","bydgoszcz",NA
"1:246","33 m²","zapytaj","2 ","zapytaj","4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","nie",NA,NA,NA,"oddzielna kuchnia",NA,"360 000 zl","https://www.otodom.pl/pl/oferta/m2-z-aneksem-kuchennym-w-wysokim-standardzie-ID4gvbB","bydgoszcz",NA
"1:247","34 m²","zapytaj","2 ","zapytaj","1","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,NA,"299 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-34-m-bydgoszcz-ID4h6Iz","bydgoszcz",NA
"1:248","34 m²","zapytaj","2 ","zapytaj","2/4","balkon","300 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie",NA,NA,NA,"piwnica",NA,"320 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-w-bloku-na-kapusciskach-ID4harf","bydgoszcz",NA
"1:249","28,86 m²","pelna wlasnosc","1 ","zapytaj","2/4","balkon","200 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak","internet","teren zamkniety",NA,"oddzielna kuchnia",NA,"279 268 zl","https://www.otodom.pl/pl/oferta/fordon-mieszkanie-29-m2-z-balkonem-5m2-promocja-ID4hare","bydgoszcz",NA
"1:250","28,2 m²","pelna wlasnosc","2 ","do wykonczenia","1/7","balkon","240 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon",NA,"piwnica","cegla","239 700 zl","https://www.otodom.pl/pl/oferta/nowe-m-3-bartodzieje-kapusciska-ID4fiYb","bydgoszcz","2022-06-23"
"1:251","35 m²","zapytaj","3 ","zapytaj","parter/2","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1890","kamienica","plastikowe","nie",NA,NA,NA,"piwnica, oddzielna kuchnia",NA,"250 000 zl","https://www.otodom.pl/pl/oferta/ciasne-ale-wlasne-funkcjonalne-3-pokojowe-okole-ID4haoq","bydgoszcz",NA
"1:252","36,36 m²","pelna wlasnosc","2 ","zapytaj","1/4","balkon","340 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak","telewizja kablowa, telefon",NA,NA,NA,"cegla","359 964 zl","https://www.otodom.pl/pl/oferta/apartamenty-w-centrum-miasta-ID4ha6Q","bydgoszcz","2022-06-26"
"1:253","36,63 m²","pelna wlasnosc","2 ","zapytaj","1/4","balkon","340 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak","telewizja kablowa, telefon",NA,NA,NA,"cegla","362 637 zl","https://www.otodom.pl/pl/oferta/apartamenty-w-centrum-miasta-ID4ha6O","bydgoszcz","2022-06-26"
"1:254","34 m²","zapytaj","1 ","zapytaj","zapytaj","balkon","320 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","nie",NA,NA,NA,NA,NA,"225 500 zl","https://www.otodom.pl/pl/oferta/mieszkanie-34-m-bydgoszcz-ID4h8Ir","bydgoszcz",NA
"1:255","35,53 m²","pelna wlasnosc","2 ","zapytaj","1/4","balkon","340 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak","telewizja kablowa, telefon",NA,NA,NA,"cegla","351 747 zl","https://www.otodom.pl/pl/oferta/apartamenty-w-centrum-miasta-ID4ha6L","bydgoszcz","2022-06-26"
"1:256","36,37 m²","zapytaj","2 ","do wykonczenia","parter/5","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak","internet",NA,NA,"pom. uzytkowe",NA,"276 412 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-ustawne-mieszkanie-os-panorama-wislana-ID4gBGy","bydgoszcz",NA
"1:257","25,91 m²","zapytaj","1 ","zapytaj","4/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023",NA,NA,"tak",NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-osiedle-symfonia-a49-ID4gU9S","bydgoszcz",NA
"1:258","35,7 m²","pelna wlasnosc","1 ","do zamieszkania","1","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok",NA,"nie",NA,"domofon / wideofon",NA,"piwnica, oddzielna kuchnia","cegla","263 900 zl","https://www.otodom.pl/pl/oferta/duza-kawalerka-blok-cegla-i-pietro-gorzyskowo-ID4h9OI","bydgoszcz",NA
"1:259","31 m²","pelna wlasnosc","2 ","zapytaj","8/10","balkon","300 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","tak",NA,NA,NA,NA,"wielka plyta","289 900 zl","https://www.otodom.pl/pl/oferta/mieszkanie-31-m-bydgoszcz-ID4h9Lv","bydgoszcz",NA
"1:260","35,64 m²","zapytaj","1 ","zapytaj","1","zapytaj","378 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,NA,"264 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-35-64-m-bydgoszcz-ID4h9v6","bydgoszcz",NA
"1:261","34 m²","pelna wlasnosc","2 ","do zamieszkania","2/4","balkon","300 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","1980","blok","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","meble, piekarnik, kuchenka, telewizor, pralka","piwnica, oddzielna kuchnia","beton","300 000 zl","https://www.otodom.pl/pl/oferta/mile-mieszkanie-w-swietnej-lokalizacji-ID4h9wQ","bydgoszcz",NA
"1:262","37 m²","zapytaj","2 ","zapytaj","2/11","balkon","400 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","tak",NA,NA,NA,"piwnica",NA,"318 000 zl","https://www.otodom.pl/pl/oferta/wyjatkowe-m3-37m2-balkon-obok-jurasza-ID4h9sl","bydgoszcz",NA
"1:263","31,4 m²","pelna wlasnosc","2 ","zapytaj","zapytaj","zapytaj","500 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1920","kamienica","plastikowe","nie",NA,NA,NA,NA,"cegla","245 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-dwa-pokoje-w-dziennicy-muzycznej-ID4gUry","bydgoszcz",NA
"1:264","31,67 m²","pelna wlasnosc","1 ","do wykonczenia","3/11","taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/urzecze-ladne-mieszkanie-4-50-ID4fRkQ","bydgoszcz",NA
"1:265","35,64 m²","pelna wlasnosc","1 ","do wykonczenia","1/3","balkon","378,13 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","2002","blok","drewniane","nie",NA,"drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon",NA,"piwnica, oddzielna kuchnia","cegla","264 000 zl","https://www.otodom.pl/pl/oferta/duza-kawalerka-z-balkonem-i-piwnica-i-pietro-ID4gwGz","bydgoszcz",NA
"1:266","32 m²","pelna wlasnosc","1 ","zapytaj","1/10","balkon","320 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","tak",NA,NA,NA,"piwnica, oddzielna kuchnia",NA,"239 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-szwederowo-1-pietro-loggia-ID4h9cS","bydgoszcz",NA
