"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Informacje dodatkowe","cena","urlo","miasto","Material budynku","Rok budowy","Dostepne od"
"1:297","36 m²","pelna wlasnosc","2 ","do zamieszkania","10/10","zapytaj","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak",NA,"domofon / wideofon",NA,"piwnica","410 000 zl","https://www.otodom.pl/pl/oferta/bronowice-36m-2-pokoje-okazja-ID4hgWs","krakow","wielka plyta","1970",NA
"1:298","38 m²","spóldzielcze wl. z KW","2 ","do wykonczenia","parter/1","ogródek","400 zl","zapytaj","zapytaj","gazowe","wtórny","prywatny","blok","plastikowe","nie","telewizja kablowa, internet, telefon",NA,"lodówka, meble, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia","350 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-38m-2-pokoje-parter-glinik-ID4hdW5","krakow","cegla",NA,NA
"1:299","32,99 m²","pelna wlasnosc","2 ","do zamieszkania","5/5","balkon","350 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok",NA,"nie",NA,"domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","piwnica","359 000 zl","https://www.otodom.pl/pl/oferta/zabiniec-reja-2-pokojowe-cicha-okolica-ID4ghqw","krakow",NA,NA,NA
"1:300","32,5 m²","pelna wlasnosc","1 ","zapytaj","1/3","balkon","380 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie","telewizja kablowa, internet, telefon",NA,NA,"piwnica, oddzielna kuchnia","395 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-mozliwosc-wydzielenia-drugiego-pokoju-ID4hgRR","krakow","cegla","2013",NA
"1:301","33 m²","zapytaj","1 ","zapytaj","parter/3","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"nie",NA,NA,NA,NA,"519 000 zl","https://www.otodom.pl/pl/oferta/apartament-wykonczony-na-zablociu-ID4hgRf","krakow",NA,"2008",NA
"1:302","35,37 m²","pelna wlasnosc","1 ","zapytaj","3/8","balkon","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak","telewizja kablowa, internet",NA,NA,"oddzielna kuchnia","360 000 zl","https://www.otodom.pl/pl/oferta/przestronna-kawalerka-os-paistow-65-ID4hgN4","krakow",NA,"2008",NA
"1:303","26,21 m²","pelna wlasnosc","1 ","zapytaj","3/3","balkon","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak",NA,NA,NA,"oddzielna kuchnia","576 620 zl","https://www.otodom.pl/pl/oferta/stare-miasto-ul-arianska-8a-wykonczone-ID4hgMZ","krakow",NA,"2021",NA
"1:304","36 m²","pelna wlasnosc","2 ","do remontu","1/10","zapytaj","300 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,NA,NA,NA,"445 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-krakow-rozyckiego-ID4hgLH","krakow","wielka plyta","1970",NA
"1:305","32,96 m²","pelna wlasnosc","1 ","do remontu","2/4","zapytaj","zapytaj","garaz/miejsce parkingowe","","miejskie","wtórny","biuro nieruchomosci ","blok",NA,"nie",NA,"monitoring / ochrona",NA,"piwnica, oddzielna kuchnia","449 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-inwestycyjne-w-centrum-miasta-ID4hgHs","krakow","cegla",NA,NA
"1:306","33,74 m²","zapytaj","1 ","do wykonczenia","1/3","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec",NA,"tak",NA,"system alarmowy, monitoring / ochrona",NA,NA,"527 482,80 zl","https://www.otodom.pl/pl/oferta/nowe-34m2-gotowe-do-odbioru-centrum-ID4hgCz","krakow",NA,"2021",NA
"1:307","34,2 m²","pelna wlasnosc","2 ","zapytaj","6/7","balkon","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"plastikowe","tak","telewizja kablowa, internet",NA,NA,"oddzielna kuchnia","434 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-34-20-m-krakow-ID4hgA4","krakow",NA,"2010",NA
"1:308","27,61 m²","pelna wlasnosc","1 ","zapytaj","parter/4","ogródek, taras","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"pom. uzytkowe","306 471 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-ogrodkiem-tylko-u-nas-bez-prowizji-ID4hgA0","krakow","pustak",NA,NA
"1:309","30,58 m²","pelna wlasnosc","2 ","do zamieszkania","3/3","zapytaj","400 zl","garaz/miejsce parkingowe","","inne","wtórny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","monitoring / ochrona","meble",NA,"549 000 zl","https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-31m2-na-starym-podgorzu-ID4hgy4","krakow",NA,"2016",NA
"1:310","36 m²","pelna wlasnosc","2 ","do wykonczenia","1/11","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec",NA,"tak",NA,NA,NA,NA,"425 000 zl","https://www.otodom.pl/pl/oferta/stanczyka-2-pok-36m2-miejsce-parkingowe-ID4hgxK","krakow",NA,"2022",NA
"1:311","36,84 m²","pelna wlasnosc","2 ","zapytaj","2/6","balkon","438 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","internet","teren zamkniety, domofon / wideofon","meble",NA,"649 000 zl","https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-zablocie-riverside-ID4hgvK","krakow",NA,"2016",NA
"1:312","36,98 m²","pelna wlasnosc","2 ","zapytaj","4/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","blok","plastikowe","tak",NA,NA,NA,NA,"364 963 zl","https://www.otodom.pl/pl/oferta/promocja-komfortowe-2-pokoje-miejsce-garazowe-ID4hgv1","krakow","pustak","2022",NA
"1:313","33,33 m²","pelna wlasnosc","2 ","do wykonczenia","1/3","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec",NA,"tak",NA,NA,NA,NA,"719 000 zl","https://www.otodom.pl/pl/oferta/zwierzyniec-river-lane-2020-borowego-2-pokoje-ID4hgwX","krakow",NA,"2020",NA
"1:314","36,98 m²","pelna wlasnosc","1 ","do wykonczenia","4/4","balkon, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","blok","plastikowe","tak","telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica, pom. uzytkowe","364 963 zl","https://www.otodom.pl/pl/oferta/zielona-i-spokojna-dzielnica-dobra-komunikacja-ID4hgtt","krakow","inne","2022",NA
"1:315","34,86 m²","pelna wlasnosc","2 ","do wykonczenia","5/5","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec",NA,"tak",NA,NA,NA,NA,"542 073 zl","https://www.otodom.pl/pl/oferta/zam-rondo-matecznego-2022-2-pokoje-35m2-ID4hgt6","krakow",NA,"2022",NA
"1:316","37,27 m²","pelna wlasnosc","2 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","internet","system alarmowy, drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"499 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-rondo-matecznego-rydlowka-aktualne-ID4gIdk","krakow",NA,"2022",NA
"1:317","24 m²","spóldzielcze wl. z KW","1 ","do zamieszkania","4/10","zapytaj","250 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak","telewizja kablowa, internet, telefon","domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia","329 000 zl","https://www.otodom.pl/pl/oferta/nowa-cena-kawalerka-przy-spokojnej-okolicy-ID4hfJ4","krakow","wielka plyta","1970",NA
"1:318","36 m²","pelna wlasnosc","1 ","do zamieszkania","parter/3","zapytaj","400 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie","telewizja kablowa, internet, telefon","domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","piwnica","450 000 zl","https://www.otodom.pl/pl/oferta/obnizka-ceny-kawalerka-na-bronowicach-ID4hfHo","krakow","cegla","1954",NA
"1:319","30,7 m²","pelna wlasnosc","2 ","zapytaj","1/3","balkon","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"plastikowe","tak",NA,NA,NA,NA,"375 000 zl","https://www.otodom.pl/pl/oferta/pradnik-bialy-2-pokoje-balkon-ID4hgrF","krakow","cegla","2018",NA
"1:320","37 m²","pelna wlasnosc","2 ","zapytaj","parter/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,"domofon / wideofon",NA,"piwnica","385 000 zl","https://www.otodom.pl/pl/oferta/krakow-krowodrza-azory-ul-weissa-37m-2-pokoje-ID4h2dQ","krakow",NA,NA,NA
"1:321","33,6 m²","zapytaj","2 ","zapytaj","3/4","zapytaj","380 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"nie",NA,NA,NA,"piwnica","410 000 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-grzegorzki-olsza-ugorek-ID4hglI","krakow",NA,"1970",NA
"1:322","37 m²","pelna wlasnosc","2 ","do wykonczenia","1/4","balkon","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"pom. uzytkowe","460 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-ul-fredry-6-gotowe-do-odbioru-ID4hglp","krakow","pustak","2022","2022-06-14"
"1:323","32,48 m²","pelna wlasnosc","1 ","zapytaj","2/10","balkon","250 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak",NA,NA,NA,NA,"410 000 zl","https://www.otodom.pl/pl/oferta/pradnik-czerwony-pokoj-z-kuchnia-32-m2-balkon-ID4hgjp","krakow",NA,"2016",NA
"1:324","34 m²","pelna wlasnosc","2 ","zapytaj","parter/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,"domofon / wideofon",NA,"piwnica","329 000 zl","https://www.otodom.pl/pl/oferta/krakow-nowa-huta-bienczyce-albertynskie-34m-2pok-ID4hc6t","krakow",NA,NA,NA
"1:325","37 m²","pelna wlasnosc","2 ","do zamieszkania","4/5","balkon","450 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","piwnica","443 000 zl","https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-krakow-czyzyny-soltysowska-ID4hbwr","krakow","zelbet","2017",NA
"1:326","32,5 m²","pelna wlasnosc","1 ","do zamieszkania","3/3","balkon","320 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,"teren zamkniety, domofon / wideofon, monitoring / ochrona","meble","pom. uzytkowe","395 000 zl","https://www.otodom.pl/pl/oferta/krowodrza-duza-kawalerka-przy-parku-z-balkonem-ID4f6ad","krakow","pustak","2000",NA
"1:327","31 m²","pelna wlasnosc","2 ","do zamieszkania","2/4","balkon","330 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie","telewizja kablowa, internet","domofon / wideofon","meble","piwnica","364 500 zl","https://www.otodom.pl/pl/oferta/2-pokoje-do-zamieszkania-blisko-park-bagry-plaza-ID4hgbz","krakow",NA,"2003",NA
"1:328","37,1 m²","pelna wlasnosc","2 ","do remontu","parter/4","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok",NA,"nie",NA,NA,"meble",NA,"420 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-azory-parter-ID4gQLs","krakow",NA,"1970",NA
"1:329","33,69 m²","pelna wlasnosc","1 ","do zamieszkania","parter/5","ogródek","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,NA,"tak",NA,"monitoring / ochrona","meble",NA,"419 000 zl","https://www.otodom.pl/pl/oferta/32m2-przy-bonarce-do-wejscia-komorka-lokatorska-ID4gfRc","krakow",NA,"2018",NA
"1:330","35 m²","pelna wlasnosc","2 ","do zamieszkania","1/4","balkon","450 zl","zapytaj","Wirtualny spacer","miejskie","wtórny","biuro nieruchomosci ","blok",NA,"tak",NA,"monitoring / ochrona","meble","piwnica, pom. uzytkowe","399 000 zl","https://www.otodom.pl/pl/oferta/bochenka-balkon-2-pokoje-35m2-ID4fNev","krakow",NA,"2013",NA
"1:331","37 m²","spóldzielcze wlasnosciowe","2 ","do zamieszkania","4/1","balkon","320 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok",NA,"nie",NA,NA,NA,"piwnica, pom. uzytkowe","398 000 zl","https://www.otodom.pl/pl/oferta/balkon-2-pokoje-37-m2-stojalowskiego-ID4gQPF","krakow","wielka plyta","1995",NA
"1:332","34,86 m²","pelna wlasnosc","1 ","do zamieszkania","parter/7","taras","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok",NA,"tak",NA,"monitoring / ochrona",NA,NA,"389 000 zl","https://www.otodom.pl/pl/oferta/taras-kawalerka-piastow-34-86-mkw-ID4h2Ty","krakow","pustak","2008",NA
"1:333","24 m²","zapytaj","1 ","zapytaj","3/10","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"nie",NA,NA,NA,NA,"320 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-24-m-krakow-ID4hg8c","krakow",NA,NA,NA
"1:334","35,75 m²","pelna wlasnosc","2 ","do zamieszkania","2/5","balkon","288 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","apartamentowiec",NA,"tak",NA,NA,NA,"piwnica, pom. uzytkowe","499 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-do-wejscia-balkon-plaszow-ID4h6Rd","krakow","pustak","2016",NA
"1:335","35,74 m²","pelna wlasnosc","2 ","do zamieszkania","5/10","zapytaj","545 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok",NA,"tak",NA,NA,"meble","piwnica, oddzielna kuchnia, pom. uzytkowe","349 000 zl","https://www.otodom.pl/pl/oferta/os-kalinowe-2-pokoje-osobna-kuchnia-ID4fJDC","krakow","wielka plyta","1970",NA
"1:336","31,56 m²","pelna wlasnosc","1 ","do wykonczenia","4/9","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","apartamentowiec",NA,"tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon",NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/pachonskiego-sky-krakow-1-pok-balkon-ID4eW0V","krakow",NA,"2024","2024-02-10"
"1:337","33 m²","udzial","1 ","do zamieszkania","1","zapytaj","zapytaj","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","kamienica","plastikowe","nie",NA,"domofon / wideofon",NA,"piwnica","390 000 zl","https://www.otodom.pl/pl/oferta/od-zaraz-kawalerka-stare-podgorze-ul-sw-kingi-ID4hg6G","krakow","cegla",NA,NA
"1:338","26 m²","pelna wlasnosc","2 ","do wykonczenia","1/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","kamienica","drewniane","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon",NA,NA,"520 000 zl","https://www.otodom.pl/pl/oferta/moja-mostowa-inwestycja-deweloperska-na-kazimierzu-ID4hg5j","krakow","cegla","2023",NA
"1:339","30 m²","pelna wlasnosc","1 ","do zamieszkania","2/5","balkon","323 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik",NA,"398 000 zl","https://www.otodom.pl/pl/oferta/piekna-kawalerka-w-nowym-budownictwie-ID4hg0y","krakow",NA,"2021",NA
"1:340","22 m²","pelna wlasnosc","1 ","zapytaj","5/5","zapytaj","260 zl","zapytaj","FilmWirtualny spacer","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak","internet",NA,NA,"oddzielna kuchnia","355 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-22-m-krakow-ID4hfY5","krakow","cegla","1955",NA
"1:341","6,5 m²","udzial","1 ","do wykonczenia","suterena/3","zapytaj","40 zl","zapytaj","zapytaj","gazowe","wtórny","prywatny","blok","plastikowe","nie",NA,NA,NA,NA,"15 000 zl","https://www.otodom.pl/pl/oferta/sprzedam-piwnice-w-krakowie-przy-ul-ojcowskiej-ID48GsU","krakow","cegla","2004",NA
"1:342","35 m²","pelna wlasnosc","2 ","do zamieszkania","parter/4","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok",NA,"nie",NA,NA,"meble",NA,"440 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-35m-z-miejscem-postojowym-czyzyny-ID4hfX2","krakow","wielka plyta","1980",NA
"1:343","23,69 m²","spóldzielcze wlasnosciowe","1 ","zapytaj","1/10","zapytaj","240 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak","telewizja kablowa, internet","monitoring / ochrona",NA,"oddzielna kuchnia","267 000 zl","https://www.otodom.pl/pl/oferta/24m2-os-kalinowe-bienczyce-ID4hfVR","krakow",NA,"1970",NA
"1:344","34,13 m²","pelna wlasnosc","2 ","zapytaj","3/6","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"pom. uzytkowe","467 581 zl","https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-2-pokoje-nowe-osiedle-ID4hfUW","krakow","pustak",NA,NA
"1:345","36,57 m²","pelna wlasnosc","2 ","zapytaj","2/9","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"pom. uzytkowe","439 000 zl","https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-tylko-u-nas-bez-prowizji-ID4hfTM","krakow","pustak",NA,NA
"1:346","31,41 m²","zapytaj","1 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","blok",NA,"tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,"452 304 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-grzegorzki-bez-prowizji-ID4hfTI","krakow",NA,"2023",NA
"1:347","37 m²","pelna wlasnosc","2 ","do remontu","3/4","balkon, ogródek","470 zl","garaz/miejsce parkingowe","tak","miejskie","wtórny","biuro nieruchomosci ","kamienica","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","piwnica, oddzielna kuchnia, pom. uzytkowe","409 000 zl","https://www.otodom.pl/pl/oferta/krakow-ul-zakatek-krowodrza-sprzedaz-ID4hfIq","krakow","cegla",NA,NA
"1:348","37,1 m²","pelna wlasnosc","2 ","do zamieszkania","parter/4","zapytaj","300 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,NA,"meble","oddzielna kuchnia","445 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-osobna-kuchnia-37m2-podgorze-duchackie-ID4heQL","krakow","cegla","1967",NA
"1:349","35,18 m²","pelna wlasnosc","2 ","do wykonczenia","parter/3","balkon, ogródek, taras","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","blok","plastikowe","nie","internet, telefon","domofon / wideofon",NA,"piwnica","345 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-z-ogrodkiem-dla-rodziny-ID4hfQQ","krakow",NA,"2022",NA
"1:350","23 m²","spóldzielcze wlasnosciowe","1 ","do remontu","2/8","balkon","290 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok",NA,"tak",NA,"monitoring / ochrona",NA,NA,"340 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-nieopodal-nowego-kleparza-ID4hfQE","krakow","wielka plyta","1980",NA
"1:351","36,6 m²","pelna wlasnosc","2 ","do zamieszkania","> 10/14","balkon","350 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"plastikowe","nie",NA,NA,"lodówka, meble, piekarnik, kuchenka, pralka",NA,"520 000 zl","https://www.otodom.pl/pl/oferta/aktualne-2-pokoje-wykonczone-stanczyka-parking-ID4hfQb","krakow",NA,"2021",NA
"1:352","37 m²","pelna wlasnosc","1 ","do zamieszkania","1/4","zapytaj","170 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","kamienica","plastikowe","nie","internet, telefon","domofon / wideofon",NA,NA,"519 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-na-sprzedaz-stare-miasto-ID4hfOt","krakow","cegla","1927",NA
"1:353","36,02 m²","pelna wlasnosc","2 ","zapytaj","9/9","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,"414 230 zl","https://www.otodom.pl/pl/oferta/2pokoje-36m2-0-prowizji-taras-10-m2-widokowe-ID4hfKY","krakow",NA,"2022",NA
