"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Material budynku","cena","urlo","miasto","Informacje dodatkowe","Dostepne od"
"1:1033","37,5 m²","pelna wlasnosc","2 ","do remontu","parter/2","balkon","540 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1935",NA,"plastikowe","nie",NA,NA,NA,NA,"440 000 zl","https://www.otodom.pl/pl/oferta/zobacz-foto-super-2-pokoje-blisko-metro-ID4ggXy","warszawa","piwnica","2022-04-22"
"1:1034","24,45 m²","pelna wlasnosc","1 ","do zamieszkania","5/5","zapytaj","480 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","1956","kamienica","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon","meble","cegla","465 000 zl","https://www.otodom.pl/pl/oferta/sztos-samo-centrum-100m-od-metra-ID4gqJD","warszawa",NA,NA
"1:1035","25,03 m²","pelna wlasnosc","1 ","do zamieszkania","5/10","balkon","380 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","1975","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona","lodówka, meble, pralka","wielka plyta","335 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-loggia-metro-urg-grunt-ID4heU0","warszawa","piwnica, oddzielna kuchnia",NA
"1:1036","31,16 m²","pelna wlasnosc","1 ","do zamieszkania","parter/2","ogródek","356 zl","zapytaj","zapytaj","gazowe","wtórny","prywatny","1939","kamienica","plastikowe","nie",NA,"teren zamkniety, domofon / wideofon",NA,"cegla","620 000 zl","https://www.otodom.pl/pl/oferta/saska-kepa-mieszkanie-w-przedwojennej-kamienicy-ID4g9R6","warszawa","piwnica, oddzielna kuchnia",NA
"1:1037","37 m²","pelna wlasnosc","2 ","zapytaj","8/10","balkon","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","tak","telewizja kablowa, internet, telefon","domofon / wideofon, monitoring / ochrona",NA,"wielka plyta","420 000 zl","https://www.otodom.pl/pl/oferta/ochota-swietna-lokalizacja-ID4heSo","warszawa","piwnica","2022-06-20"
"1:1038","37,85 m²","pelna wlasnosc","2 ","do wykonczenia","parter/3","zapytaj","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1935","kamienica","plastikowe","nie",NA,"drzwi / okna antywlamaniowe, domofon / wideofon",NA,"cegla","740 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-z-potencjalem-blisko-centrum-ID4heSe","warszawa","piwnica",NA
"1:1039","38 m²","spóldzielcze wl. z KW","2 ","do wykonczenia","parter/4","zapytaj","450 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1961","blok","plastikowe","nie",NA,"domofon / wideofon",NA,"wielka plyta","463 000 zl","https://www.otodom.pl/pl/oferta/metro-2-pokoje-na-bliskiej-woli-ID4heQY","warszawa","piwnica",NA
"1:1040","37,31 m²","pelna wlasnosc","2 ","do zamieszkania","3/3","balkon","400 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2016","apartamentowiec","drewniane","tak",NA,NA,"meble","cegla","596 000 zl","https://www.otodom.pl/pl/oferta/zamieszkaj-komfotrowo-w-miasteczku-wilanow-ID4heQU","warszawa",NA,"2022-06-20"
"1:1041","30,5 m²","pelna wlasnosc","1 ","zapytaj","parter/4","zapytaj","310 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ",NA,"blok",NA,"nie","telewizja kablowa, internet","domofon / wideofon",NA,"inne","396 195 zl","https://www.otodom.pl/pl/oferta/12990-zl-m2-granica-bielan-zoliborza-przy-parku-ID4hePl","warszawa","piwnica, oddzielna kuchnia","2022-06-20"
"1:1042","35 m²","pelna wlasnosc","1 ","do wykonczenia","parter/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","prywatny","2024","apartamentowiec",NA,"tak",NA,"drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"599 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-warszawa-mokotow-ID4heNS","warszawa",NA,NA
"1:1043","26,8 m²","pelna wlasnosc","1 ","do wykonczenia","parter/8","ogródek, taras","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2021",NA,"plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"457 245 zl","https://www.otodom.pl/pl/oferta/gotowe-do-wykonczeniablisko-metrawysoki-standard-ID4heMs","warszawa",NA,NA
"1:1044","37,7 m²","pelna wlasnosc","2 ","do remontu","10/10","balkon","550 zl","zapytaj","Film","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"tak","internet","domofon / wideofon","kuchenka",NA,"429 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-38mkw-brodno-targowek-ul-kondratowicza-ID4heMn","warszawa","piwnica",NA
"1:1045","32,95 m²","zapytaj","1 ","zapytaj","parter/10","balkon","415 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1980","blok",NA,"tak","internet, telefon",NA,NA,NA,"395 000 zl","https://www.otodom.pl/pl/oferta/idealne-do-wynajmu-mozna-zrobic-2-pokoje-ID4heMe","warszawa","piwnica, oddzielna kuchnia",NA
"1:1046","38 m²","spóldzielcze wl. z KW","2 ","do zamieszkania","2/4","balkon","513 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1965","blok","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona","lodówka, meble, piekarnik, kuchenka","cegla","488 000 zl","https://www.otodom.pl/pl/oferta/2-pok-38-m-przy-parku-olszynametro-ID4gUh1","warszawa","piwnica","2022-05-27"
"1:1047","33,72 m²","pelna wlasnosc","1 ","do wykonczenia","1/7","zapytaj","350 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2021","blok",NA,"tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"388 000 zl","https://www.otodom.pl/pl/oferta/ursus-gotowe-mieszkanie-z-miejscem-postojowym-ID4heKs","warszawa",NA,"2022-01-26"
"1:1048","18 m²","pelna wlasnosc","1 ","zapytaj","3/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","aluminiowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"cegla","238 000 zl","https://www.otodom.pl/pl/oferta/apartament-okazja-ursynow-ID463Sz","warszawa",NA,NA
"1:1049","34 m²","zapytaj","2 ","do wykonczenia","parter","ogródek, taras","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"inne","476 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-posiada-ogrodek-sielankowa-okolica-ID4heKa","warszawa",NA,NA
"1:1050","35,12 m²","zapytaj","2 ","do wykonczenia","1/5","ogródek","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2024",NA,"plastikowe","tak",NA,"teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"514 080 zl","https://www.otodom.pl/pl/oferta/przestronny-uklad-ID4heK4","warszawa",NA,NA
"1:1051","32,36 m²","zapytaj","1 ","do wykonczenia","parter/5","ogródek","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2024",NA,"plastikowe","tak",NA,"teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"456 246 zl","https://www.otodom.pl/pl/oferta/mieszkanie-z-ogrodem-ID4heK2","warszawa",NA,NA
"1:1052","35,26 m²","spóldzielcze wl. z KW","2 ","do zamieszkania","4/4","zapytaj","400 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1978","blok","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","meble, piekarnik, kuchenka","inne","499 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-do-wejscia-kup-i-zarabiaj-metro-ID4glRx","warszawa","piwnica","2022-04-20"
"1:1053","35,29 m²","pelna wlasnosc","2 ","do zamieszkania","4/4","balkon","390 zl","zapytaj","Wirtualny spacer","miejskie","wtórny","biuro nieruchomosci ","1968","blok","plastikowe","nie",NA,"domofon / wideofon","zmywarka, meble, piekarnik, kuchenka",NA,"529 000 zl","https://www.otodom.pl/pl/oferta/nowoczesnie-urzadzone-gotowe-do-wprowadzenia-ID4gG23","warszawa","piwnica","2022-04-29"
"1:1054","38 m²","spóldzielcze wl. z KW","2 ","do remontu","6/10","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","tak","internet","domofon / wideofon",NA,NA,"399 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-2x-winda-kw-ustawne-ID4heIs","warszawa",NA,NA
"1:1055","35,1 m²","pelna wlasnosc","1 ","do zamieszkania","3/3","balkon","285 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2002",NA,"plastikowe","nie",NA,NA,NA,"cegla","405 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-odzielna-kuchnia-na-zamknietym-osiedlu-ID4heIe","warszawa","piwnica",NA
"1:1056","16,99 m²","zapytaj","1 ","zapytaj","3/8","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022",NA,NA,"nie",NA,NA,NA,"cegla","294 657,57 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-klimatycacja-gotowe-2022-ID4gSWi","warszawa",NA,"2022-10-01"
"1:1057","20,7 m²","zapytaj","1 ","zapytaj","3/8","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022",NA,NA,"nie",NA,NA,NA,"cegla","359 000,10 zl","https://www.otodom.pl/pl/oferta/ursynow-klimatyzacja-balkon-ID4hc1I","warszawa",NA,"2022-10-01"
"1:1058","36,16 m²","pelna wlasnosc","2 ","do wykonczenia","2/6","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2022","blok",NA,"tak",NA,NA,NA,NA,"499 000 zl","https://www.otodom.pl/pl/oferta/gotowe-mieszkanie-super-lokalizacja-ID4heEa","warszawa",NA,NA
"1:1059","22 m²","spóldzielcze wlasnosciowe","1 ","zapytaj","2/10","balkon","280 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,"349 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-zielonej-okolicy-blisko-wum-u-ID4heCL","warszawa",NA,"2022-06-20"
"1:1060","36,8 m²","pelna wlasnosc","2 ","do zamieszkania","5/20","balkon","125 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1970","apartamentowiec","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona","meble","inne","699 000 zl","https://www.otodom.pl/pl/oferta/scisle-centrum-2-pokoje-z-loggia-ID4hezo","warszawa",NA,NA
"1:1061","32 m²","pelna wlasnosc","1 ","do wykonczenia","2/10","balkon","500 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2017","apartamentowiec","plastikowe","nie",NA,NA,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",NA,"530 000 zl","https://www.otodom.pl/pl/oferta/mokotow-ul-magazynowa-duzy-balkon-ID4h75M","warszawa",NA,NA
"1:1062","32 m²","spóldzielcze wlasnosciowe","2 ","do zamieszkania","4/10","zapytaj","550 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"blok",NA,"tak",NA,NA,NA,NA,"495 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-po-generalnym-remoncie-widok-na-zoo-ID4heyM","warszawa",NA,NA
"1:1063","30,96 m²","pelna wlasnosc","2 ","do zamieszkania","parter/4","zapytaj","252 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1938","blok",NA,"nie",NA,"monitoring / ochrona",NA,NA,"530 000 zl","https://www.otodom.pl/pl/oferta/swiezo-po-remoncie-2-pok-park-obwodu-praga-ak-ID4hevc","warszawa",NA,NA
"1:1064","28,1 m²","spóldzielcze wl. z KW","1 ","do wykonczenia","parter/10","zapytaj","390 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1968","blok","plastikowe","tak","telewizja kablowa, internet","domofon / wideofon",NA,NA,"409 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-srodmiescie-zielona-okolica-ID4g9Fu","warszawa","piwnica",NA
"1:1065","26,4 m²","spóldzielcze wl. z KW","1 ","do zamieszkania","7/9","zapytaj","350 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1965","blok","plastikowe","tak",NA,"domofon / wideofon, monitoring / ochrona","meble",NA,"395 000 zl","https://www.otodom.pl/pl/oferta/piekny-widokidealna-lokalizacjado-wprowadzenia-ID4gXN8","warszawa","piwnica",NA
"1:1066","33,38 m²","pelna wlasnosc","1 ","do zamieszkania","6/6","balkon","500 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2009","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","lodówka, piekarnik, kuchenka, pralka","cegla","420 588 zl","https://www.otodom.pl/pl/oferta/kawalerka-gotowa-do-zamieszkania-biznesu-33-38m2-ID4heuL","warszawa","oddzielna kuchnia",NA
"1:1067","31,12 m²","pelna wlasnosc","1 ","zapytaj","4/4","balkon","360,25 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","2020","blok","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","zelbet","515 000 zl","https://www.otodom.pl/pl/oferta/gotowa-do-wprowadzenia-kawalerka-tuz-obok-metra-ID4hetx","warszawa",NA,NA
"1:1068","37,75 m²","pelna wlasnosc","1 ","do zamieszkania","5/8","balkon","400 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2017",NA,"drewniane","tak","telewizja kablowa, internet",NA,"meble",NA,"650 000 zl","https://www.otodom.pl/pl/oferta/designerskie-studio-na-osiedlu-bliska-wola-ID4hesZ","warszawa",NA,NA
"1:1069","25,6 m²","pelna wlasnosc","1 ","do zamieszkania","suterena/3","ogródek","380 zl","garaz/miejsce parkingowe","tak","miejskie","wtórny","prywatny","2016","apartamentowiec","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","cegla","235 000 zl","https://www.otodom.pl/pl/oferta/okazja-cicha-kawalerka-garaz-swietna-na-wynajem-ID4hesB","warszawa",NA,NA
"1:1070","30 m²","pelna wlasnosc","1 ","zapytaj","parter/10","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2000","blok",NA,"tak",NA,"teren zamkniety, domofon / wideofon","lodówka, pralka",NA,"399 000 zl","https://www.otodom.pl/pl/oferta/wygodna-kawalerka-na-chomiczowce-ID4herQ","warszawa","oddzielna kuchnia",NA
"1:1071","38 m²","spóldzielcze wl. z KW","2 ","do remontu","10/10","balkon","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1979","blok",NA,"tak",NA,NA,NA,NA,"429 990 zl","https://www.otodom.pl/pl/oferta/jasne-mieszkanie-z-widokiem-na-centrum-ID4hern","warszawa","piwnica, oddzielna kuchnia, pom. uzytkowe",NA
"1:1072","30 m²","zapytaj","1 ","zapytaj","8/10","zapytaj","350 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1976","blok","plastikowe","nie",NA,NA,NA,"zelbet","578 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-30-m-warszawa-ID4heqw","warszawa",NA,NA
"1:1073","26,5 m²","spóldzielcze wl. z KW","1 ","do zamieszkania","parter/4","zapytaj","400 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","1976","blok","plastikowe","nie",NA,NA,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka",NA,"389 000 zl","https://www.otodom.pl/pl/oferta/piekna-kawalerska-przy-metrze-200m-i-parku-ID4gHdu","warszawa","piwnica",NA
"1:1074","35,17 m²","zapytaj","2 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022","blok",NA,"tak",NA,"system alarmowy",NA,NA,"439 625 zl","https://www.otodom.pl/pl/oferta/2-pokoje-wsrod-terenow-zielonych-rembertow-ID4hen4","warszawa","piwnica, pom. uzytkowe","2022-07-01"
"1:1075","33,32 m²","pelna wlasnosc","2 ","do zamieszkania","9/11","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1966","blok",NA,"tak",NA,"domofon / wideofon","meble",NA,"540 000 zl","https://www.otodom.pl/pl/oferta/genialna-lokalizacja-do-wejscia-blisko-metra-ID4h5rV","warszawa",NA,NA
"1:1076","27 m²","pelna wlasnosc","1 ","do zamieszkania","3/5","balkon","420 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2018","blok",NA,"tak",NA,"teren zamkniety, domofon / wideofon","meble",NA,"485 000 zl","https://www.otodom.pl/pl/oferta/gustowna-kawalerka-nowa-duzy-balkon-komunikacja-ID4gQMb","warszawa",NA,NA
"1:1077","32 m²","pelna wlasnosc","1 ","do zamieszkania","1/8","balkon","450 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","tak",NA,"system alarmowy, drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona","lodówka, meble, piekarnik, kuchenka","beton","928 000 zl","https://www.otodom.pl/pl/oferta/nowoczesny-apartament-solec-ID4hejQ","warszawa",NA,NA
"1:1078","33,58 m²","pelna wlasnosc","2 ","do zamieszkania","2/3","balkon","430 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","prywatny","2020","blok",NA,"nie",NA,"teren zamkniety, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",NA,"510 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-ursynow-bezposrednio-ID4hejD","warszawa",NA,NA
"1:1079","28 m²","pelna wlasnosc","1 ","do zamieszkania","7/8","balkon","300 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","prywatny","2021","apartamentowiec","drewniane","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka","cegla","550 000 zl","https://www.otodom.pl/pl/oferta/moduo-gardens-w-stylu-glamour-ID4g7tX","warszawa",NA,NA
"1:1080","29 m²","pelna wlasnosc","1 ","zapytaj","4","zapytaj","460 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1952","kamienica","plastikowe","nie",NA,NA,NA,"cegla","500 000 zl","https://www.otodom.pl/pl/oferta/kamienica-nowowiejska10-kawalerka-metro-ID4hejj","warszawa",NA,NA
"1:1081","30,85 m²","zapytaj","1 ","do wykonczenia","2/8","balkon, taras","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"inne","422 259 zl","https://www.otodom.pl/pl/oferta/idealne-pod-inwestycje-13-min-do-centrum-ID4hehC","warszawa",NA,NA
"1:1082","29 m²","pelna wlasnosc","1 ","do zamieszkania","1/3","zapytaj","273 zl","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","1965","blok","plastikowe","nie",NA,"drzwi / okna antywlamaniowe",NA,"cegla","299 900 zl","https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-warszawa-wesola-zielona-ID4hahB","warszawa","piwnica",NA
"1:1083","32 m²","pelna wlasnosc","1 ","do zamieszkania","2/2","zapytaj","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1935","kamienica","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona","meble","cegla","383 000 zl","https://www.otodom.pl/pl/oferta/kamienica-po-remontach-blisko-komunikacja-ID4gAIq","warszawa","piwnica",NA
"1:1084","25 m²","pelna wlasnosc","1 ","do wykonczenia","3/3","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1954","kamienica","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","lodówka, meble","cegla","350 000 zl","https://www.otodom.pl/pl/oferta/kamienica-po-remontach-cisza-duzo-zieleni-metro-ID4gVVa","warszawa","piwnica",NA
"1:1085","29,78 m²","pelna wlasnosc","1 ","do zamieszkania","3/3","zapytaj","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1897","kamienica",NA,"nie",NA,NA,"meble","cegla","609 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-przy-ul-wspolnej-ID4gSAt","warszawa",NA,"2022-07-01"
"1:1086","20 m²","spóldzielcze wlasnosciowe","1 ","do remontu","4/6","zapytaj","zapytaj","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","1955","blok","plastikowe","tak","telewizja kablowa, internet, telefon",NA,"lodówka, meble, kuchenka, telewizor, pralka",NA,"329 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-na-powislu-cicha-i-zielona-okolica-ID4gJx0","warszawa","piwnica",NA
