"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Informacje dodatkowe","Material budynku","cena","urlo","miasto","Dostepne od","Rok budowy"
"1:288","21 m²","pelna wlasnosc","1 ","do zamieszkania","2/4","zapytaj","280 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","nie",NA,"domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","piwnica","cegla","167 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-lodzi-ID4hbJ5","lodz",NA,NA
"1:289","21 m²","pelna wlasnosc","1 ","do zamieszkania","1/4","zapytaj","120 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","kamienica","plastikowe","nie","telewizja kablowa, internet","monitoring / ochrona",NA,NA,"cegla","179 900 zl","https://www.otodom.pl/pl/oferta/piekna-kawalerka-z-antresola-i-miejscem-postojowym-ID4hbHJ","lodz",NA,"1925"
"1:290","35 m²","pelna wlasnosc","2 ","do wykonczenia","1/6","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,"silikat","312 600 zl","https://www.otodom.pl/pl/oferta/dodatkowy-rabat-34tys-gotowa-inwestycja-m-naziemne-ID4hbHd","lodz",NA,"2022"
"1:291","31,68 m²","pelna wlasnosc","2 ","do zamieszkania","3/4","zapytaj","400 zl","zapytaj","Film","miejskie","wtórny","biuro nieruchomosci ","kamienica","plastikowe","nie","internet","teren zamkniety, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",NA,NA,"335 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-w-odrestaurowanej-kamienicy-ID4gShz","lodz",NA,"1891"
"1:292","35,73 m²","pelna wlasnosc","2 ","do zamieszkania","6/11","balkon","550 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak","telewizja kablowa, internet","domofon / wideofon","meble",NA,"wielka plyta","250 000 zl","https://www.otodom.pl/pl/oferta/umeblowane-2-pokoje-na-dabrowie-od-zaraz-ID4h7wW","lodz",NA,"1968"
"1:293","21,3 m²","pelna wlasnosc","1 ","do zamieszkania","1/4","balkon","351 zl","zapytaj","","miejskie","wtórny","prywatny","blok","plastikowe","nie","telewizja kablowa, internet, telefon","domofon / wideofon","lodówka, meble, kuchenka, pralka",NA,"cegla","196 600 zl","https://www.otodom.pl/pl/oferta/kawalerka-22m2-1-pietro-wojska-polskiego-124-ID4gIxV","lodz",NA,"1960"
"1:294","24,79 m²","pelna wlasnosc","1 ","do remontu","4/4","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok",NA,"nie",NA,NA,NA,"piwnica","wielka plyta","185 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-lodz-teofilow-ID4gIyj","lodz",NA,NA
"1:295","27 m²","spóldzielcze wlasnosciowe","1 ","do zamieszkania","4/4","balkon","400 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia","cegla","189 000 zl","https://www.otodom.pl/pl/oferta/sprzedam-m2-teofilow-ID4gXJG","lodz",NA,NA
"1:296","35 m²","pelna wlasnosc","2 ","do zamieszkania","5/10","balkon","370 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","tak","telewizja kablowa, internet","domofon / wideofon, monitoring / ochrona",NA,"piwnica",NA,"299 000 zl","https://www.otodom.pl/pl/oferta/rewelacyjne-mieszkanie-klonowa-manu-garderoba-ID4guN2","lodz",NA,NA
"1:297","36 m²","zapytaj","2 ","do zamieszkania","1/4","balkon","350 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","oddzielna kuchnia","inne","320 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-wykonczone-pod-klucz-loggia-dabrowa-ID4gXpR","lodz",NA,"1963"
"1:298","36 m²","pelna wlasnosc","2 ","do zamieszkania","6/10","zapytaj","450 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak","telewizja kablowa, internet, telefon","monitoring / ochrona",NA,NA,"wielka plyta","250 000 zl","https://www.otodom.pl/pl/oferta/m3-od-zaraz-super-cena-dabrowa-parking-ID4hb7O","lodz",NA,"1970"
"1:299","27,5 m²","pelna wlasnosc","1 ","do zamieszkania","1/4","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","apartamentowiec",NA,"tak",NA,NA,NA,NA,NA,"319 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-inwestycyjna-narutowicza-23-ID4eTi7","lodz",NA,"2020"
"1:300","23,49 m²","pelna wlasnosc","1 ","do wykonczenia","3/4","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","kamienica","drewniane","nie",NA,NA,NA,NA,"cegla","189 000 zl","https://www.otodom.pl/pl/oferta/przedsprzedaz-mieszk-inwestycyjnych-wolnosci-ID4gXrX","lodz",NA,"1930"
"1:301","13,63 m²","zapytaj","1 ","zapytaj","parter/5","zapytaj","130 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","kamienica",NA,"nie",NA,NA,NA,NA,"cegla","105 000 zl","https://www.otodom.pl/pl/oferta/niepowtarzalna-dwupoziomowa-kawalerka-do-remontu-ID4gpDN","lodz",NA,"1925"
"1:302","34,1 m²","spóldzielcze wlasnosciowe","2 ","do remontu","parter/4","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","nie","telewizja kablowa, internet","domofon / wideofon",NA,"piwnica, oddzielna kuchnia","wielka plyta","219 000 zl","https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-2-pokojowe-34m2-ID4hb49","lodz",NA,NA
"1:303","28,89 m²","pelna wlasnosc","1 ","do wykonczenia","1/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"oddzielna kuchnia, pom. uzytkowe","pustak","238 342,50 zl","https://www.otodom.pl/pl/oferta/nowoczesne-mieszkania-inwestycja-na-zarzewie-ID4gem8","lodz",NA,"2023"
"1:304","37,02 m²","pelna wlasnosc","2 ","do wykonczenia","2/3","taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet","monitoring / ochrona",NA,NA,NA,"294 309 zl","https://www.otodom.pl/pl/oferta/osiedle-preciosa-dwupokojowe-z-aneksem-widzew-ID4gLSr","lodz",NA,"2023"
"1:305","34,03 m²","pelna wlasnosc","1 ","do wykonczenia","2/2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","blok","plastikowe","nie",NA,"teren zamkniety, domofon / wideofon",NA,NA,"silikat","279 046 zl","https://www.otodom.pl/pl/oferta/kawalerka-34-m2-doskonala-inwestycja-lodz-ID4eMQf","lodz",NA,"2022"
"1:306","37,2 m²","pelna wlasnosc","2 ","do remontu","3/3","zapytaj","410 zl","garaz/miejsce parkingowe","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","kamienica","plastikowe","nie","telewizja kablowa, internet","monitoring / ochrona",NA,"piwnica","cegla","199 900 zl","https://www.otodom.pl/pl/oferta/2-pokoje-w-kamienicy-centrum-ID4haSi","lodz",NA,"1920"
"1:307","26,5 m²","pelna wlasnosc","1 ","do wykonczenia","1/3","zapytaj","zapytaj","zapytaj","tak","miejskie","wtórny","prywatny","kamienica","plastikowe","nie",NA,NA,NA,NA,"cegla","184 987 zl","https://www.otodom.pl/pl/oferta/mieszkanie-26-50-m-lodz-ID4gVAy","lodz",NA,"1920"
"1:308","36,26 m²","pelna wlasnosc","2 ","do zamieszkania","2/4","balkon","350 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,"drzwi / okna antywlamaniowe, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia",NA,"320 000 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-2-pietro-prywatnie-ID4gWUT","lodz",NA,NA
"1:309","38 m²","spóldzielcze wl. z KW","2 ","zapytaj","3/4","balkon","400 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie","telewizja kablowa, internet",NA,NA,"piwnica, oddzielna kuchnia","wielka plyta","255 000 zl","https://www.otodom.pl/pl/oferta/2-pok-mieszkanie-38m-usytuowane-posrod-zieleni-ID4haL6","lodz",NA,"1970"
"1:310","37,8 m²","pelna wlasnosc","2 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","kotlownia","pierwotny","deweloper","apartamentowiec","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon",NA,NA,"pustak","264 600 zl","https://www.otodom.pl/pl/oferta/mieszkanie-37-8m2-w-nowej-inwestycji-lodz-widzew-ID3VPuQ","lodz",NA,"2021"
"1:311","29 m²","pelna wlasnosc","1 ","zapytaj","zapytaj","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon",NA,NA,"cegla","276 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-ID4hao0","lodz",NA,"2022"
"1:312","38 m²","pelna wlasnosc","2 ","do remontu","1/4","balkon","280 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie","internet",NA,NA,"pom. uzytkowe","wielka plyta","249 000 zl","https://www.otodom.pl/pl/oferta/rezerwacja-2-pokoje-koziny-1-pietro-ID4g93P","lodz",NA,"1970"
"1:313","36,67 m²","pelna wlasnosc","2 ","do zamieszkania","parter/4","zapytaj","360 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","nie","telewizja kablowa, internet","domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia","wielka plyta","299 000 zl","https://www.otodom.pl/pl/oferta/dabrowa-2-pokoje-37-m2-wyremontowane-ID4gH2b","lodz",NA,NA
"1:314","33,92 m²","pelna wlasnosc","2 ","do zamieszkania","parter/4","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie","telewizja kablowa, internet, telefon","teren zamkniety, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",NA,"cegla","300 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-politechnika-polesie-gorna-inwestycja-ID4gQLM","lodz",NA,NA
"1:315","37,34 m²","pelna wlasnosc","1 ","do wykonczenia","1/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-37m2-balkon-bez-prowizji-ID4ha87","lodz",NA,NA
"1:316","37,22 m²","pelna wlasnosc","2 ","do zamieszkania","4/4","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok",NA,"nie","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon","piekarnik, kuchenka, pralka","piwnica",NA,"305 000 zl","https://www.otodom.pl/pl/oferta/m-3-po-remoncie-karolew-ID4gA5v","lodz",NA,NA
"1:317","37 m²","pelna wlasnosc","2 ","do zamieszkania","1/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,NA,"lodówka, meble, kuchenka, pralka","piwnica, oddzielna kuchnia","wielka plyta","260 000 zl","https://www.otodom.pl/pl/oferta/m3zarzew-1p-rozkladowe-po-remoncie-okazja-ID4ha5v","lodz",NA,NA
"1:318","35 m²","pelna wlasnosc","2 ","do wykonczenia","5/12","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,"zelbet","336 008 zl","https://www.otodom.pl/pl/oferta/inwestycja-premium-obok-parku-3-maja-2pok-loggia9m-ID4h9Ys","lodz",NA,NA
"1:319","31 m²","pelna wlasnosc","2 ","do wykonczenia","zapytaj","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,"zelbet","304 920 zl","https://www.otodom.pl/pl/oferta/inwestycja-premium-obok-parku-3-maja-2pok-loggia7m-ID4h9Y6","lodz",NA,NA
"1:320","25,09 m²","pelna wlasnosc","1 ","do wykonczenia","5/12","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,"zelbet","255 918 zl","https://www.otodom.pl/pl/oferta/inwestycja-premium-obok-parku-3-maja-kawalerka-ID4h9XG","lodz",NA,NA
"1:321","35 m²","pelna wlasnosc","2 ","do zamieszkania","5/9","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"nie",NA,NA,"meble","pom. uzytkowe",NA,"299 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-lodz-stare-baluty-ID4h9V9","lodz","2022-06-20",NA
"1:322","30,94 m²","spóldzielcze wlasnosciowe","1 ","do remontu","parter/11","zapytaj","280 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","tak",NA,NA,"kuchenka","piwnica, oddzielna kuchnia, pom. uzytkowe","wielka plyta","217 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-do-remontu-ID4h9Ux","lodz",NA,NA
"1:323","29 m²","zapytaj","1 ","do wykonczenia","1","balkon, taras","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"pom. uzytkowe","inne","285 000 zl","https://www.otodom.pl/pl/oferta/idealne-pod-inwestycje-bardzo-blisko-centrum-ID4h8bT","lodz",NA,"2022"
"1:324","29,02 m²","pelna wlasnosc","1 ","do wykonczenia","3/4","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","deweloper","apartamentowiec",NA,"tak","internet","teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/rezerw-botanic-park-ustawny-apartament-nr-26-ID4dcDx","lodz","2024-03-31","2024"
"1:325","28,04 m²","spóldzielcze wl. z KW","1 ","zapytaj","3/10","balkon","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok",NA,"tak",NA,"domofon / wideofon",NA,NA,"wielka plyta","223 000 zl","https://www.otodom.pl/pl/oferta/1-pokoj-28m2-3-pietro-blok-ul-rojna-ID4h9Ox","lodz",NA,NA
"1:326","33,5 m²","zapytaj","1 ","do remontu","parter/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie","telewizja kablowa, internet",NA,NA,"piwnica",NA,"228 900 zl","https://www.otodom.pl/pl/oferta/mieszkanie-do-adaptacji-1-2-pokoje-lutmierska-ID4h9KX","lodz",NA,"1965"
"1:327","36,1 m²","pelna wlasnosc","2 ","do wykonczenia","2/6","zapytaj","257 zl","garaz/miejsce parkingowe","tak","miejskie","wtórny","prywatny","apartamentowiec","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon",NA,NA,"beton komórkowy","350 000 zl","https://www.otodom.pl/pl/oferta/nowe-m-36-1m2-2-pokoje-2-pietro-parking-gratis-ID49gvW","lodz",NA,"2020"
"1:328","26,64 m²","pelna wlasnosc","1 ","do zamieszkania","3/4","zapytaj","330 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","nie","telewizja kablowa","domofon / wideofon","lodówka, meble, piekarnik, kuchenka","piwnica","cegla","195 000 zl","https://www.otodom.pl/pl/oferta/sprzedam-kawalerke-26-64-m2-ID4h9AG","lodz",NA,"1970"
"1:329","19,67 m²","pelna wlasnosc","1 ","do zamieszkania","parter","zapytaj","400 zl","garaz/miejsce parkingowe","zapytaj","kotlownia","wtórny","prywatny","kamienica",NA,"nie","telewizja kablowa",NA,"zmywarka, lodówka, meble, kuchenka, telewizor, pralka",NA,NA,"170 000 zl","https://www.otodom.pl/pl/oferta/inwestycyjna-kawalerka-przy-sokola-19-w-lodzi-ID4gEPt","lodz",NA,NA
"1:330","26,83 m²","pelna wlasnosc","1 ","do zamieszkania","parter/4","zapytaj","290 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok",NA,"nie",NA,NA,NA,"piwnica, pom. uzytkowe","cegla","209 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-przy-parku-na-zdrowiu-parter-ID4h9x9","lodz",NA,"1960"
"1:331","31 m²","pelna wlasnosc","1 ","do zamieszkania","2/10","balkon","380 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon","zmywarka, meble, piekarnik, kuchenka","piwnica, oddzielna kuchnia","wielka plyta","252 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-31-m2-retkinia-ID4h9kG","lodz",NA,NA
"1:332","37 m²","zapytaj","2 ","do zamieszkania","1/4","zapytaj","380 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,"domofon / wideofon",NA,NA,"wielka plyta","265 000 zl","https://www.otodom.pl/pl/oferta/bez-prowizji-zarzew-niski-blok-i-pietro-ID4h9hH","lodz",NA,NA
"1:333","36,62 m²","pelna wlasnosc","2 ","do zamieszkania","4/4","balkon","340 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie","telewizja kablowa, internet, telefon",NA,NA,"piwnica","wielka plyta","265 000 zl","https://www.otodom.pl/pl/oferta/m3-od-zaraz-przestronne-do-wprowadzenia-ID4h9hk","lodz",NA,"1975"
"1:334","37,02 m²","pelna wlasnosc","2 ","do wykonczenia","2/3","taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet","monitoring / ochrona",NA,NA,NA,"294 309 zl","https://www.otodom.pl/pl/oferta/nowoczesne-mieszkania-inwestycja-na-zarzewie-ID4h9an","lodz",NA,"2023"
"1:335","38 m²","pelna wlasnosc","2 ","do zamieszkania","3/4","zapytaj","350 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","blok",NA,"nie",NA,NA,"meble","piwnica","wielka plyta","315 000 zl","https://www.otodom.pl/pl/oferta/nowoczesne-m3-na-ksiezym-mlynie-ID4h97i","lodz",NA,"1970"
"1:336","36,61 m²","pelna wlasnosc","2 ","do wykonczenia","1/3","balkon, taras","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec",NA,"tak",NA,"drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona, rolety antywlamaniowe",NA,"pom. uzytkowe","inne","311 184,99 zl","https://www.otodom.pl/pl/oferta/ustawne-2pok-piekny-widok-str-zach-pietro1-3-ID4h8T9","lodz",NA,"2022"
"1:337","37 m²","spóldzielcze wlasnosciowe","2 ","do remontu","3/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,NA,NA,NA,"wielka plyta","221 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-37m2-3-pietro-z-balkonem-ID4h8QC","lodz",NA,"1970"
"1:338","37 m²","zapytaj","2 ","do zamieszkania","2/4","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","nie",NA,NA,NA,"piwnica, oddzielna kuchnia","wielka plyta","255 000 zl","https://www.otodom.pl/pl/oferta/m3dabrowa-balkon-2-pietro-do-wprowadzenia-okazja-ID4h8Qg","lodz",NA,NA
"1:339","30 m²","pelna wlasnosc","1 ","do wykonczenia","zapytaj","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,"pustak","270 755 zl","https://www.otodom.pl/pl/oferta/dodatkowy-rabat-29tys-gotowa-inwestycja-m-naziemne-ID4h5Py","lodz",NA,"2022"
"1:340","33,84 m²","pelna wlasnosc","2 ","do wykonczenia","4/9","balkon","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","blok","plastikowe","tak",NA,"domofon / wideofon, monitoring / ochrona",NA,"pom. uzytkowe","wielka plyta","247 000 zl","https://www.otodom.pl/pl/oferta/rezerwacja-kurak-2-pokoje-balkon-ID4gDLU","lodz",NA,NA
"1:341","29,09 m²","pelna wlasnosc","1 ","do wykonczenia","1/5","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","deweloper",NA,NA,"tak","telewizja kablowa, internet",NA,NA,NA,NA,"261 810 zl","https://www.otodom.pl/pl/oferta/apartamentowiec-w161-m1-3-ID4gQ7T","lodz",NA,"2023"
"1:342","26,29 m²","pelna wlasnosc","1 ","do wykonczenia","parter/5","taras","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"268 158 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-taras-bez-posrednikow-ID4deHG","lodz",NA,NA
"1:343","36,37 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"370 974 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-balkon-bezposrednio-ID4deIm","lodz",NA,NA
"1:344","33 m²","spóldzielcze wlasnosciowe","1 ","do zamieszkania","2/10","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","prywatny","blok","plastikowe","tak","telewizja kablowa, internet","domofon / wideofon","piekarnik, kuchenka, pralka","piwnica, oddzielna kuchnia","inne","245 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-kawalerka-ok-33m2-na-radogoszczu-zach-ID4gUdc","lodz",NA,"1970"
